Train Epoch: [1/30] Iters:[230/1093] transplant_loss 2.5609, rec_loss 0.0251, p_loss 0.2783, quant_error 0.5715, utilization 0.1850, perplexity 1488.8063,
Train Epoch: [1/30] Iters:[240/1093] transplant_loss 2.4105, rec_loss 0.0244, p_loss 0.2727, quant_error 0.5503, utilization 0.2118, perplexity 1733.9348,
Train Epoch: [1/30] Iters:[250/1093] transplant_loss 2.2631, rec_loss 0.0235, p_loss 0.2664, quant_error 0.5277, utilization 0.2373, perplexity 1999.9227,
Train Epoch: [1/30] Iters:[260/1093] transplant_loss 2.1458, rec_loss 0.0230, p_loss 0.2606, quant_error 0.5095, utilization 0.2597, perplexity 2269.6027,
Train Epoch: [1/30] Iters:[270/1093] transplant_loss 2.0467, rec_loss 0.0224, p_loss 0.2559, quant_error 0.4940, utilization 0.2798, perplexity 2545.7061,
Train Epoch: [1/30] Iters:[280/1093] transplant_loss 1.9566, rec_loss 0.0217, p_loss 0.2521, quant_error 0.4775, utilization 0.2979, perplexity 2822.0542,
Train Epoch: [1/30] Iters:[290/1093] transplant_loss 1.8639, rec_loss 0.0210, p_loss 0.2475, quant_error 0.4600, utilization 0.3148, perplexity 3103.0084,
Train Epoch: [1/30] Iters:[300/1093] transplant_loss 1.7932, rec_loss 0.0206, p_loss 0.2439, quant_error 0.4465, utilization 0.3300, perplexity 3371.7323,
Train Epoch: [1/30] Iters:[310/1093] transplant_loss 1.7212, rec_loss 0.0200, p_loss 0.2402, quant_error 0.4313, utilization 0.3440, perplexity 3633.4438,
Train Epoch: [1/30] Iters:[320/1093] transplant_loss 1.6576, rec_loss 0.0195, p_loss 0.2363, quant_error 0.4174, utilization 0.3567, perplexity 3875.9114,
Train Epoch: [1/30] Iters:[330/1093] transplant_loss 1.6062, rec_loss 0.0192, p_loss 0.2327, quant_error 0.4065, utilization 0.3680, perplexity 4094.9520,
Train Epoch: [1/30] Iters:[340/1093] transplant_loss 1.5648, rec_loss 0.0190, p_loss 0.2298, quant_error 0.3964, utilization 0.3778, perplexity 4289.2523,
Train Epoch: [1/30] Iters:[350/1093] transplant_loss 1.5218, rec_loss 0.0186, p_loss 0.2267, quant_error 0.3860, utilization 0.3870, perplexity 4474.4106,
Train Epoch: [1/30] Iters:[360/1093] transplant_loss 1.4878, rec_loss 0.0184, p_loss 0.2242, quant_error 0.3778, utilization 0.3952, perplexity 4644.3798,
Train Epoch: [1/30] Iters:[370/1093] transplant_loss 1.4607, rec_loss 0.0183, p_loss 0.2225, quant_error 0.3711, utilization 0.4033, perplexity 4813.2987,
Train Epoch: [1/30] Iters:[380/1093] transplant_loss 1.4292, rec_loss 0.0179, p_loss 0.2207, quant_error 0.3625, utilization 0.4111, perplexity 4978.5971,
Train Epoch: [1/30] Iters:[390/1093] transplant_loss 1.3967, rec_loss 0.0174, p_loss 0.2177, quant_error 0.3546, utilization 0.4182, perplexity 5128.7930,
Train Epoch: [1/30] Iters:[400/1093] transplant_loss 1.3761, rec_loss 0.0175, p_loss 0.2169, quant_error 0.3497, utilization 0.4249, perplexity 5273.6089,
Train Epoch: [1/30] Iters:[410/1093] transplant_loss 1.3548, rec_loss 0.0174, p_loss 0.2156, quant_error 0.3443, utilization 0.4311, perplexity 5406.7903,
Train Epoch: [1/30] Iters:[420/1093] transplant_loss 1.3293, rec_loss 0.0169, p_loss 0.2137, quant_error 0.3373, utilization 0.4370, perplexity 5531.8208,
Train Epoch: [1/30] Iters:[430/1093] transplant_loss 1.3105, rec_loss 0.0168, p_loss 0.2119, quant_error 0.3322, utilization 0.4423, perplexity 5648.0425,
Train Epoch: [1/30] Iters:[440/1093] transplant_loss 1.2971, rec_loss 0.0169, p_loss 0.2116, quant_error 0.3287, utilization 0.4475, perplexity 5759.9184,
Train Epoch: [1/30] Iters:[450/1093] transplant_loss 1.2765, rec_loss 0.0165, p_loss 0.2086, quant_error 0.3230, utilization 0.4527, perplexity 5862.9078,
Train Epoch: [1/30] Iters:[460/1093] transplant_loss 1.2582, rec_loss 0.0160, p_loss 0.2067, quant_error 0.3181, utilization 0.4579, perplexity 5964.7468,
Train Epoch: [1/30] Iters:[470/1093] transplant_loss 1.2447, rec_loss 0.0161, p_loss 0.2056, quant_error 0.3141, utilization 0.4626, perplexity 6060.9958,
Train Epoch: [1/30] Iters:[480/1093] transplant_loss 1.2301, rec_loss 0.0158, p_loss 0.2047, quant_error 0.3102, utilization 0.4673, perplexity 6150.1023,
Train Epoch: [1/30] Iters:[490/1093] transplant_loss 1.2137, rec_loss 0.0156, p_loss 0.2028, quant_error 0.3052, utilization 0.4719, perplexity 6238.1932,
Train Epoch: [1/30] Iters:[500/1093] transplant_loss 1.2057, rec_loss 0.0157, p_loss 0.2035, quant_error 0.3028, utilization 0.4765, perplexity 6328.6383,
Train Epoch: [1/30] Iters:[510/1093] transplant_loss 1.1982, rec_loss 0.0157, p_loss 0.2028, quant_error 0.3003, utilization 0.4800, perplexity 6395.5416,
Train Epoch: [1/30] Iters:[520/1093] transplant_loss 1.1887, rec_loss 0.0154, p_loss 0.2009, quant_error 0.2977, utilization 0.4844, perplexity 6473.3753,
Train Epoch: [1/30] Iters:[530/1093] transplant_loss 1.1772, rec_loss 0.0154, p_loss 0.1998, quant_error 0.2945, utilization 0.4880, perplexity 6540.3246,
Train Epoch: [1/30] Iters:[540/1093] transplant_loss 1.1705, rec_loss 0.0152, p_loss 0.1991, quant_error 0.2921, utilization 0.4920, perplexity 6618.5769,
Train Epoch: [1/30] Iters:[550/1093] transplant_loss 1.1545, rec_loss 0.0147, p_loss 0.1966, quant_error 0.2877, utilization 0.4950, perplexity 6678.5389,
Train Epoch: [1/30] Iters:[560/1093] transplant_loss 1.1481, rec_loss 0.0147, p_loss 0.1959, quant_error 0.2854, utilization 0.4989, perplexity 6756.4766,
Train Epoch: [1/30] Iters:[570/1093] transplant_loss 1.1423, rec_loss 0.0147, p_loss 0.1962, quant_error 0.2833, utilization 0.5019, perplexity 6817.9294,
Train Epoch: [1/30] Iters:[580/1093] transplant_loss 1.1375, rec_loss 0.0145, p_loss 0.1949, quant_error 0.2816, utilization 0.5054, perplexity 6881.4690,
Train Epoch: [1/30] Iters:[590/1093] transplant_loss 1.1331, rec_loss 0.0145, p_loss 0.1941, quant_error 0.2805, utilization 0.5083, perplexity 6931.4636,
Train Epoch: [1/30] Iters:[600/1093] transplant_loss 1.1324, rec_loss 0.0146, p_loss 0.1943, quant_error 0.2792, utilization 0.5115, perplexity 6985.6132,
Train Epoch: [1/30] Iters:[610/1093] transplant_loss 1.1275, rec_loss 0.0146, p_loss 0.1935, quant_error 0.2776, utilization 0.5142, perplexity 7032.1404,
Train Epoch: [1/30] Iters:[620/1093] transplant_loss 1.1236, rec_loss 0.0145, p_loss 0.1923, quant_error 0.2757, utilization 0.5168, perplexity 7070.8958,
Train Epoch: [1/30] Iters:[630/1093] transplant_loss 1.1184, rec_loss 0.0145, p_loss 0.1919, quant_error 0.2735, utilization 0.5194, perplexity 7119.3715,
Train Epoch: [1/30] Iters:[640/1093] transplant_loss 1.1134, rec_loss 0.0144, p_loss 0.1913, quant_error 0.2713, utilization 0.5221, perplexity 7171.7954,
