dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 8
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8
max_patch_size: 8
codebook_size: 16384
codebook_dim: 8
project_dim: 16
pq: 1
L: 4
alpha: 1.0
beta: 1.0
gamma: 0.5
disc_weight: 0.2
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: False
transplant_epochs: 5
refinement_epochs: 5
eval_epochs: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 0.0001
stage: transplant
checkpoint_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/checkpoint/Transplant/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/results/Transplant/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/saver/Transplant/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/reconstruction/Transplant/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/yaml/Transplant/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/VQ-Transplant/pretrained_tokenizer/dc-ae-f32c32-sana-1.0.safetensors
checkpoint_name: 
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 1
batch_size: 64
ms_token_size: (1, 2, 3, 4, 5, 6, 8)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/checkpoint/
data_pre: ImageNet
model_pre: model_16384_8_1
loss_pre: loss_1.0_1.0_0.5_0.2
training_pre: wasserstein_vq_transplant_False
saver_name_pre: wasserstein_vq_transplant_False_ImageNet_model_16384_8_1_loss_1.0_1.0_0.5_0.2
| distributed init (rank 0): env://
VQ Model Parameters: 312250275
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000100
Train Epoch: [1/5] Iters:[1950/20018] transplant_loss 2.8198, rec_loss 0.0516, quant_error 0.4364,
Train Epoch: [1/5] Iters:[1960/20018] transplant_loss 2.8222, rec_loss 0.0517, quant_error 0.4363,
Train Epoch: [1/5] Iters:[1970/20018] transplant_loss 2.8376, rec_loss 0.0519, quant_error 0.4379,
Train Epoch: [1/5] Iters:[1980/20018] transplant_loss 2.8393, rec_loss 0.0522, quant_error 0.4384,
Train Epoch: [1/5] Iters:[1990/20018] transplant_loss 2.8278, rec_loss 0.0519, quant_error 0.4387,
Train Epoch: [1/5] Iters:[2000/20018] transplant_loss 2.8363, rec_loss 0.0531, quant_error 0.4406,
Train Epoch: [1/5] Iters:[2010/20018] transplant_loss 2.8280, rec_loss 0.0530, quant_error 0.4401,
Train Epoch: [1/5] Iters:[2020/20018] transplant_loss 2.8228, rec_loss 0.0524, quant_error 0.4384,
Train Epoch: [1/5] Iters:[2030/20018] transplant_loss 2.8103, rec_loss 0.0522, quant_error 0.4370,
Train Epoch: [1/5] Iters:[2040/20018] transplant_loss 2.8132, rec_loss 0.0516, quant_error 0.4368,
Train Epoch: [1/5] Iters:[2050/20018] transplant_loss 2.7816, rec_loss 0.0508, quant_error 0.4341,
Train Epoch: [1/5] Iters:[2060/20018] transplant_loss 2.7839, rec_loss 0.0501, quant_error 0.4328,
Train Epoch: [1/5] Iters:[2070/20018] transplant_loss 2.7664, rec_loss 0.0501, quant_error 0.4320,
Train Epoch: [1/5] Iters:[2080/20018] transplant_loss 2.7569, rec_loss 0.0498, quant_error 0.4317,
Train Epoch: [1/5] Iters:[2090/20018] transplant_loss 2.7444, rec_loss 0.0505, quant_error 0.4305,
Train Epoch: [1/5] Iters:[2100/20018] transplant_loss 2.7589, rec_loss 0.0511, quant_error 0.4302,
Train Epoch: [1/5] Iters:[2110/20018] transplant_loss 2.7687, rec_loss 0.0521, quant_error 0.4317,
Train Epoch: [1/5] Iters:[2120/20018] transplant_loss 2.7676, rec_loss 0.0525, quant_error 0.4321,
Train Epoch: [1/5] Iters:[2130/20018] transplant_loss 2.7714, rec_loss 0.0527, quant_error 0.4320,
Train Epoch: [1/5] Iters:[2140/20018] transplant_loss 2.7860, rec_loss 0.0531, quant_error 0.4335,
Train Epoch: [1/5] Iters:[2150/20018] transplant_loss 2.7814, rec_loss 0.0527, quant_error 0.4334,
Train Epoch: [1/5] Iters:[2160/20018] transplant_loss 2.7646, rec_loss 0.0520, quant_error 0.4330,
Train Epoch: [1/5] Iters:[2170/20018] transplant_loss 2.7741, rec_loss 0.0519, quant_error 0.4338,
Train Epoch: [1/5] Iters:[2180/20018] transplant_loss 2.7930, rec_loss 0.0521, quant_error 0.4348,
Train Epoch: [1/5] Iters:[2190/20018] transplant_loss 2.8085, rec_loss 0.0512, quant_error 0.4349,
Train Epoch: [1/5] Iters:[2200/20018] transplant_loss 2.8365, rec_loss 0.0514, quant_error 0.4358,
Train Epoch: [1/5] Iters:[2210/20018] transplant_loss 2.8528, rec_loss 0.0508, quant_error 0.4353,
Train Epoch: [1/5] Iters:[2220/20018] transplant_loss 2.8511, rec_loss 0.0506, quant_error 0.4342,
Train Epoch: [1/5] Iters:[2230/20018] transplant_loss 2.8261, rec_loss 0.0500, quant_error 0.4321,
Train Epoch: [1/5] Iters:[2240/20018] transplant_loss 2.8069, rec_loss 0.0504, quant_error 0.4304,
Train Epoch: [1/5] Iters:[2250/20018] transplant_loss 2.7794, rec_loss 0.0503, quant_error 0.4290,
Train Epoch: [1/5] Iters:[2260/20018] transplant_loss 2.7556, rec_loss 0.0512, quant_error 0.4288,
Train Epoch: [1/5] Iters:[2270/20018] transplant_loss 2.7585, rec_loss 0.0512, quant_error 0.4296,
Train Epoch: [1/5] Iters:[2280/20018] transplant_loss 2.7651, rec_loss 0.0513, quant_error 0.4311,
Train Epoch: [1/5] Iters:[2290/20018] transplant_loss 2.7509, rec_loss 0.0511, quant_error 0.4307,
Train Epoch: [1/5] Iters:[2300/20018] transplant_loss 2.7385, rec_loss 0.0505, quant_error 0.4305,
Train Epoch: [1/5] Iters:[2310/20018] transplant_loss 2.7382, rec_loss 0.0496, quant_error 0.4293,
Train Epoch: [1/5] Iters:[2320/20018] transplant_loss 2.7273, rec_loss 0.0492, quant_error 0.4274,
Train Epoch: [1/5] Iters:[2330/20018] transplant_loss 2.7227, rec_loss 0.0488, quant_error 0.4259,
Train Epoch: [1/5] Iters:[2340/20018] transplant_loss 2.7257, rec_loss 0.0487, quant_error 0.4255,
Train Epoch: [1/5] Iters:[2350/20018] transplant_loss 2.7272, rec_loss 0.0491, quant_error 0.4258,
Train Epoch: [1/5] Iters:[2360/20018] transplant_loss 2.7456, rec_loss 0.0502, quant_error 0.4278,
Train Epoch: [1/5] Iters:[2370/20018] transplant_loss 2.7390, rec_loss 0.0505, quant_error 0.4281,
Train Epoch: [1/5] Iters:[2380/20018] transplant_loss 2.7319, rec_loss 0.0506, quant_error 0.4278,
Train Epoch: [1/5] Iters:[2390/20018] transplant_loss 2.7336, rec_loss 0.0511, quant_error 0.4283,
