Train Epoch: [1/5] Iters:[4750/10009] transplant_loss 5.9950, rec_loss 0.0496, quant_error 0.4271,
Train Epoch: [1/5] Iters:[4760/10009] transplant_loss 5.9999, rec_loss 0.0500, quant_error 0.4274,
Train Epoch: [1/5] Iters:[4770/10009] transplant_loss 6.0272, rec_loss 0.0510, quant_error 0.4294,
Train Epoch: [1/5] Iters:[4780/10009] transplant_loss 6.0463, rec_loss 0.0511, quant_error 0.4307,
Train Epoch: [1/5] Iters:[4790/10009] transplant_loss 6.0509, rec_loss 0.0512, quant_error 0.4311,
Train Epoch: [1/5] Iters:[4800/10009] transplant_loss 6.0805, rec_loss 0.0517, quant_error 0.4332,
Train Epoch: [1/5] Iters:[4810/10009] transplant_loss 6.0756, rec_loss 0.0511, quant_error 0.4328,
Train Epoch: [1/5] Iters:[4820/10009] transplant_loss 6.0651, rec_loss 0.0510, quant_error 0.4321,
Train Epoch: [1/5] Iters:[4830/10009] transplant_loss 6.0541, rec_loss 0.0506, quant_error 0.4313,
Train Epoch: [1/5] Iters:[4840/10009] transplant_loss 6.0461, rec_loss 0.0500, quant_error 0.4307,
Train Epoch: [1/5] Iters:[4850/10009] transplant_loss 6.0251, rec_loss 0.0499, quant_error 0.4292,
Train Epoch: [1/5] Iters:[4860/10009] transplant_loss 6.0438, rec_loss 0.0501, quant_error 0.4305,
Train Epoch: [1/5] Iters:[4870/10009] transplant_loss 6.0526, rec_loss 0.0493, quant_error 0.4311,
Train Epoch: [1/5] Iters:[4880/10009] transplant_loss 6.0675, rec_loss 0.0495, quant_error 0.4320,
Train Epoch: [1/5] Iters:[4890/10009] transplant_loss 6.0695, rec_loss 0.0497, quant_error 0.4323,
Train Epoch: [1/5] Iters:[4900/10009] transplant_loss 6.0622, rec_loss 0.0498, quant_error 0.4317,
Train Epoch: [1/5] Iters:[4910/10009] transplant_loss 6.0288, rec_loss 0.0496, quant_error 0.4294,
Train Epoch: [1/5] Iters:[4920/10009] transplant_loss 6.0090, rec_loss 0.0503, quant_error 0.4279,
Train Epoch: [1/5] Iters:[4930/10009] transplant_loss 5.9981, rec_loss 0.0503, quant_error 0.4272,
Train Epoch: [1/5] Iters:[4940/10009] transplant_loss 5.9754, rec_loss 0.0502, quant_error 0.4255,
Train Epoch: [1/5] Iters:[4950/10009] transplant_loss 5.9855, rec_loss 0.0500, quant_error 0.4262,
Train Epoch: [1/5] Iters:[4960/10009] transplant_loss 6.0097, rec_loss 0.0501, quant_error 0.4279,
Train Epoch: [1/5] Iters:[4970/10009] transplant_loss 6.0161, rec_loss 0.0490, quant_error 0.4284,
Train Epoch: [1/5] Iters:[4980/10009] transplant_loss 6.0038, rec_loss 0.0493, quant_error 0.4274,
Train Epoch: [1/5] Iters:[4990/10009] transplant_loss 6.0230, rec_loss 0.0491, quant_error 0.4288,
Train Epoch: [1/5] Iters:[5000/10009] transplant_loss 6.0270, rec_loss 0.0489, quant_error 0.4291,
Train Epoch: [1/5] Iters:[5010/10009] transplant_loss 6.0082, rec_loss 0.0489, quant_error 0.4278,
Train Epoch: [1/5] Iters:[5020/10009] transplant_loss 6.0054, rec_loss 0.0494, quant_error 0.4277,
Train Epoch: [1/5] Iters:[5030/10009] transplant_loss 6.0192, rec_loss 0.0491, quant_error 0.4287,
Train Epoch: [1/5] Iters:[5040/10009] transplant_loss 6.0231, rec_loss 0.0500, quant_error 0.4290,
Train Epoch: [1/5] Iters:[5050/10009] transplant_loss 6.0123, rec_loss 0.0504, quant_error 0.4281,
Train Epoch: [1/5] Iters:[5060/10009] transplant_loss 6.0149, rec_loss 0.0505, quant_error 0.4283,
Train Epoch: [1/5] Iters:[5070/10009] transplant_loss 5.9968, rec_loss 0.0503, quant_error 0.4269,
Train Epoch: [1/5] Iters:[5080/10009] transplant_loss 5.9911, rec_loss 0.0503, quant_error 0.4264,
Train Epoch: [1/5] Iters:[5090/10009] transplant_loss 5.9835, rec_loss 0.0498, quant_error 0.4258,
Train Epoch: [1/5] Iters:[5100/10009] transplant_loss 5.9930, rec_loss 0.0498, quant_error 0.4265,
Train Epoch: [1/5] Iters:[5110/10009] transplant_loss 6.0023, rec_loss 0.0494, quant_error 0.4271,
Train Epoch: [1/5] Iters:[5120/10009] transplant_loss 6.0104, rec_loss 0.0492, quant_error 0.4276,
Train Epoch: [1/5] Iters:[5130/10009] transplant_loss 6.0242, rec_loss 0.0495, quant_error 0.4286,
Train Epoch: [1/5] Iters:[5140/10009] transplant_loss 6.0106, rec_loss 0.0488, quant_error 0.4276,
Train Epoch: [1/5] Iters:[5150/10009] transplant_loss 6.0234, rec_loss 0.0487, quant_error 0.4284,
Train Epoch: [1/5] Iters:[5160/10009] transplant_loss 6.0265, rec_loss 0.0491, quant_error 0.4286,
Train Epoch: [1/5] Iters:[5170/10009] transplant_loss 6.0307, rec_loss 0.0493, quant_error 0.4288,
Train Epoch: [1/5] Iters:[5180/10009] transplant_loss 6.0297, rec_loss 0.0488, quant_error 0.4287,
Train Epoch: [1/5] Iters:[5190/10009] transplant_loss 6.0276, rec_loss 0.0489, quant_error 0.4286,
Train Epoch: [1/5] Iters:[5200/10009] transplant_loss 6.0166, rec_loss 0.0487, quant_error 0.4278,
Train Epoch: [1/5] Iters:[5210/10009] transplant_loss 6.0081, rec_loss 0.0483, quant_error 0.4271,
Train Epoch: [1/5] Iters:[5220/10009] transplant_loss 6.0133, rec_loss 0.0489, quant_error 0.4276,
Train Epoch: [1/5] Iters:[5230/10009] transplant_loss 5.9842, rec_loss 0.0489, quant_error 0.4254,
Train Epoch: [1/5] Iters:[5240/10009] transplant_loss 5.9909, rec_loss 0.0489, quant_error 0.4259,
Train Epoch: [1/5] Iters:[5250/10009] transplant_loss 5.9912, rec_loss 0.0488, quant_error 0.4259,
Train Epoch: [1/5] Iters:[5260/10009] transplant_loss 5.9817, rec_loss 0.0488, quant_error 0.4252,
Train Epoch: [1/5] Iters:[5270/10009] transplant_loss 5.9983, rec_loss 0.0484, quant_error 0.4264,
Train Epoch: [1/5] Iters:[5280/10009] transplant_loss 6.0079, rec_loss 0.0483, quant_error 0.4272,
Train Epoch: [1/5] Iters:[5290/10009] transplant_loss 6.0308, rec_loss 0.0483, quant_error 0.4287,
Train Epoch: [1/5] Iters:[5300/10009] transplant_loss 6.0169, rec_loss 0.0482, quant_error 0.4277,
Train Epoch: [1/5] Iters:[5310/10009] transplant_loss 6.0163, rec_loss 0.0481, quant_error 0.4277,
Train Epoch: [1/5] Iters:[5320/10009] transplant_loss 5.9999, rec_loss 0.0482, quant_error 0.4265,
Train Epoch: [1/5] Iters:[5330/10009] transplant_loss 5.9979, rec_loss 0.0483, quant_error 0.4264,
Train Epoch: [1/5] Iters:[5340/10009] transplant_loss 5.9910, rec_loss 0.0486, quant_error 0.4258,
Train Epoch: [1/5] Iters:[5350/10009] transplant_loss 6.0017, rec_loss 0.0491, quant_error 0.4267,
Train Epoch: [1/5] Iters:[5360/10009] transplant_loss 6.0061, rec_loss 0.0495, quant_error 0.4269,
Train Epoch: [1/5] Iters:[5370/10009] transplant_loss 6.0115, rec_loss 0.0497, quant_error 0.4273,
Train Epoch: [1/5] Iters:[5380/10009] transplant_loss 6.0200, rec_loss 0.0500, quant_error 0.4278,
Train Epoch: [1/5] Iters:[5390/10009] transplant_loss 6.0161, rec_loss 0.0499, quant_error 0.4276,
Train Epoch: [1/5] Iters:[5400/10009] transplant_loss 5.9873, rec_loss 0.0497, quant_error 0.4254,
Train Epoch: [1/5] Iters:[5410/10009] transplant_loss 5.9814, rec_loss 0.0495, quant_error 0.4251,
Train Epoch: [1/5] Iters:[5420/10009] transplant_loss 5.9873, rec_loss 0.0492, quant_error 0.4253,
Train Epoch: [1/5] Iters:[5430/10009] transplant_loss 5.9814, rec_loss 0.0487, quant_error 0.4249,
Train Epoch: [1/5] Iters:[5440/10009] transplant_loss 5.9657, rec_loss 0.0485, quant_error 0.4237,
Train Epoch: [1/5] Iters:[5450/10009] transplant_loss 5.9798, rec_loss 0.0485, quant_error 0.4247,
Train Epoch: [1/5] Iters:[5460/10009] transplant_loss 5.9840, rec_loss 0.0487, quant_error 0.4250,
Train Epoch: [1/5] Iters:[5470/10009] transplant_loss 5.9751, rec_loss 0.0493, quant_error 0.4243,
Train Epoch: [1/5] Iters:[5480/10009] transplant_loss 6.0017, rec_loss 0.0501, quant_error 0.4262,
Train Epoch: [1/5] Iters:[5490/10009] transplant_loss 6.0007, rec_loss 0.0499, quant_error 0.4261,
Train Epoch: [1/5] Iters:[5500/10009] transplant_loss 6.0161, rec_loss 0.0506, quant_error 0.4272,
Train Epoch: [1/5] Iters:[5510/10009] transplant_loss 6.0159, rec_loss 0.0502, quant_error 0.4272,
Train Epoch: [1/5] Iters:[5520/10009] transplant_loss 6.0089, rec_loss 0.0494, quant_error 0.4267,
Train Epoch: [1/5] Iters:[5530/10009] transplant_loss 5.9861, rec_loss 0.0490, quant_error 0.4251,
Train Epoch: [1/5] Iters:[5540/10009] transplant_loss 5.9973, rec_loss 0.0490, quant_error 0.4259,
Train Epoch: [1/5] Iters:[5550/10009] transplant_loss 6.0086, rec_loss 0.0490, quant_error 0.4268,
Train Epoch: [1/5] Iters:[5560/10009] transplant_loss 6.0086, rec_loss 0.0497, quant_error 0.4267,
Train Epoch: [1/5] Iters:[5570/10009] transplant_loss 6.0165, rec_loss 0.0503, quant_error 0.4272,
Train Epoch: [1/5] Iters:[5580/10009] transplant_loss 6.0174, rec_loss 0.0500, quant_error 0.4272,
Train Epoch: [1/5] Iters:[5590/10009] transplant_loss 6.0264, rec_loss 0.0500, quant_error 0.4278,
Train Epoch: [1/5] Iters:[5600/10009] transplant_loss 6.0339, rec_loss 0.0497, quant_error 0.4284,
Train Epoch: [1/5] Iters:[5610/10009] transplant_loss 6.0404, rec_loss 0.0497, quant_error 0.4288,
Train Epoch: [1/5] Iters:[5620/10009] transplant_loss 6.0178, rec_loss 0.0493, quant_error 0.4273,
Train Epoch: [1/5] Iters:[5630/10009] transplant_loss 6.0201, rec_loss 0.0496, quant_error 0.4276,
Train Epoch: [1/5] Iters:[5640/10009] transplant_loss 5.9976, rec_loss 0.0503, quant_error 0.4261,
Train Epoch: [1/5] Iters:[5650/10009] transplant_loss 5.9615, rec_loss 0.0502, quant_error 0.4235,
Train Epoch: [1/5] Iters:[5660/10009] transplant_loss 5.9564, rec_loss 0.0496, quant_error 0.4231,
Train Epoch: [1/5] Iters:[5670/10009] transplant_loss 5.9694, rec_loss 0.0504, quant_error 0.4241,
Train Epoch: [1/5] Iters:[5680/10009] transplant_loss 5.9698, rec_loss 0.0505, quant_error 0.4241,
Train Epoch: [1/5] Iters:[5690/10009] transplant_loss 5.9931, rec_loss 0.0500, quant_error 0.4256,
Train Epoch: [1/5] Iters:[5700/10009] transplant_loss 6.0150, rec_loss 0.0499, quant_error 0.4271,
Train Epoch: [1/5] Iters:[5710/10009] transplant_loss 6.0167, rec_loss 0.0502, quant_error 0.4272,
Train Epoch: [1/5] Iters:[5720/10009] transplant_loss 6.0278, rec_loss 0.0502, quant_error 0.4280,
Train Epoch: [1/5] Iters:[5730/10009] transplant_loss 6.0203, rec_loss 0.0498, quant_error 0.4273,
Train Epoch: [1/5] Iters:[5740/10009] transplant_loss 6.0051, rec_loss 0.0499, quant_error 0.4262,
Train Epoch: [1/5] Iters:[5750/10009] transplant_loss 5.9920, rec_loss 0.0502, quant_error 0.4252,
Train Epoch: [1/5] Iters:[5760/10009] transplant_loss 5.9973, rec_loss 0.0500, quant_error 0.4256,
Train Epoch: [1/5] Iters:[5770/10009] transplant_loss 5.9906, rec_loss 0.0500, quant_error 0.4251,
Train Epoch: [1/5] Iters:[5780/10009] transplant_loss 5.9731, rec_loss 0.0501, quant_error 0.4239,
Train Epoch: [1/5] Iters:[5790/10009] transplant_loss 5.9824, rec_loss 0.0501, quant_error 0.4245,
Train Epoch: [1/5] Iters:[5800/10009] transplant_loss 5.9939, rec_loss 0.0498, quant_error 0.4254,
Train Epoch: [1/5] Iters:[5810/10009] transplant_loss 5.9695, rec_loss 0.0495, quant_error 0.4236,
Train Epoch: [1/5] Iters:[5820/10009] transplant_loss 5.9660, rec_loss 0.0490, quant_error 0.4233,
Train Epoch: [1/5] Iters:[5830/10009] transplant_loss 5.9947, rec_loss 0.0491, quant_error 0.4252,
Train Epoch: [1/5] Iters:[5840/10009] transplant_loss 5.9772, rec_loss 0.0494, quant_error 0.4240,
Train Epoch: [1/5] Iters:[5850/10009] transplant_loss 5.9816, rec_loss 0.0496, quant_error 0.4243,
Train Epoch: [1/5] Iters:[5860/10009] transplant_loss 6.0051, rec_loss 0.0496, quant_error 0.4259,
Train Epoch: [1/5] Iters:[5870/10009] transplant_loss 6.0155, rec_loss 0.0496, quant_error 0.4265,
Train Epoch: [1/5] Iters:[5880/10009] transplant_loss 6.0041, rec_loss 0.0494, quant_error 0.4258,
Train Epoch: [1/5] Iters:[5890/10009] transplant_loss 6.0095, rec_loss 0.0490, quant_error 0.4261,
Train Epoch: [1/5] Iters:[5900/10009] transplant_loss 5.9915, rec_loss 0.0486, quant_error 0.4249,
Train Epoch: [1/5] Iters:[5910/10009] transplant_loss 5.9865, rec_loss 0.0489, quant_error 0.4246,
Train Epoch: [1/5] Iters:[5920/10009] transplant_loss 5.9965, rec_loss 0.0490, quant_error 0.4254,
Train Epoch: [1/5] Iters:[5930/10009] transplant_loss 5.9937, rec_loss 0.0489, quant_error 0.4252,
Train Epoch: [1/5] Iters:[5940/10009] transplant_loss 5.9944, rec_loss 0.0488, quant_error 0.4254,
Train Epoch: [1/5] Iters:[5950/10009] transplant_loss 5.9891, rec_loss 0.0490, quant_error 0.4249,
Train Epoch: [1/5] Iters:[5960/10009] transplant_loss 5.9931, rec_loss 0.0488, quant_error 0.4251,
Train Epoch: [1/5] Iters:[5970/10009] transplant_loss 5.9808, rec_loss 0.0489, quant_error 0.4243,
Train Epoch: [1/5] Iters:[5980/10009] transplant_loss 5.9860, rec_loss 0.0490, quant_error 0.4246,
Train Epoch: [1/5] Iters:[5990/10009] transplant_loss 5.9983, rec_loss 0.0493, quant_error 0.4255,
Train Epoch: [1/5] Iters:[6000/10009] transplant_loss 6.0250, rec_loss 0.0493, quant_error 0.4274,
Train Epoch: [1/5] Iters:[6010/10009] transplant_loss 6.0124, rec_loss 0.0497, quant_error 0.4265,
Train Epoch: [1/5] Iters:[6020/10009] transplant_loss 5.9988, rec_loss 0.0493, quant_error 0.4254,
Train Epoch: [1/5] Iters:[6030/10009] transplant_loss 6.0175, rec_loss 0.0492, quant_error 0.4267,
Train Epoch: [1/5] Iters:[6040/10009] transplant_loss 5.9942, rec_loss 0.0490, quant_error 0.4249,
Train Epoch: [1/5] Iters:[6050/10009] transplant_loss 5.9651, rec_loss 0.0494, quant_error 0.4229,
Train Epoch: [1/5] Iters:[6060/10009] transplant_loss 5.9815, rec_loss 0.0488, quant_error 0.4241,
Train Epoch: [1/5] Iters:[6070/10009] transplant_loss 6.0059, rec_loss 0.0490, quant_error 0.4261,
Train Epoch: [1/5] Iters:[6080/10009] transplant_loss 5.9895, rec_loss 0.0492, quant_error 0.4249,
Train Epoch: [1/5] Iters:[6090/10009] transplant_loss 6.0041, rec_loss 0.0490, quant_error 0.4259,
Train Epoch: [1/5] Iters:[6100/10009] transplant_loss 6.0190, rec_loss 0.0487, quant_error 0.4270,
Train Epoch: [1/5] Iters:[6110/10009] transplant_loss 6.0171, rec_loss 0.0490, quant_error 0.4268,
Train Epoch: [1/5] Iters:[6120/10009] transplant_loss 5.9897, rec_loss 0.0492, quant_error 0.4246,
Train Epoch: [1/5] Iters:[6130/10009] transplant_loss 5.9679, rec_loss 0.0494, quant_error 0.4232,
Train Epoch: [1/5] Iters:[6140/10009] transplant_loss 5.9632, rec_loss 0.0495, quant_error 0.4228,
Train Epoch: [1/5] Iters:[6150/10009] transplant_loss 5.9599, rec_loss 0.0492, quant_error 0.4226,
Train Epoch: [1/5] Iters:[6160/10009] transplant_loss 5.9646, rec_loss 0.0490, quant_error 0.4229,
Train Epoch: [1/5] Iters:[6170/10009] transplant_loss 5.9558, rec_loss 0.0484, quant_error 0.4222,
Train Epoch: [1/5] Iters:[6180/10009] transplant_loss 5.9799, rec_loss 0.0486, quant_error 0.4239,
Train Epoch: [1/5] Iters:[6190/10009] transplant_loss 5.9899, rec_loss 0.0489, quant_error 0.4247,
Train Epoch: [1/5] Iters:[6200/10009] transplant_loss 5.9805, rec_loss 0.0484, quant_error 0.4240,
Train Epoch: [1/5] Iters:[6210/10009] transplant_loss 5.9769, rec_loss 0.0486, quant_error 0.4238,
Train Epoch: [1/5] Iters:[6220/10009] transplant_loss 6.0116, rec_loss 0.0485, quant_error 0.4263,
Train Epoch: [1/5] Iters:[6230/10009] transplant_loss 6.0251, rec_loss 0.0482, quant_error 0.4272,
Train Epoch: [1/5] Iters:[6240/10009] transplant_loss 6.0228, rec_loss 0.0483, quant_error 0.4271,
Train Epoch: [1/5] Iters:[6250/10009] transplant_loss 6.0236, rec_loss 0.0489, quant_error 0.4271,
Train Epoch: [1/5] Iters:[6260/10009] transplant_loss 6.0237, rec_loss 0.0492, quant_error 0.4271,
Train Epoch: [1/5] Iters:[6270/10009] transplant_loss 5.9973, rec_loss 0.0497, quant_error 0.4252,
Train Epoch: [1/5] Iters:[6280/10009] transplant_loss 5.9722, rec_loss 0.0496, quant_error 0.4234,
Train Epoch: [1/5] Iters:[6290/10009] transplant_loss 5.9709, rec_loss 0.0493, quant_error 0.4233,
Train Epoch: [1/5] Iters:[6300/10009] transplant_loss 5.9781, rec_loss 0.0495, quant_error 0.4238,
Train Epoch: [1/5] Iters:[6310/10009] transplant_loss 5.9549, rec_loss 0.0492, quant_error 0.4221,
Train Epoch: [1/5] Iters:[6320/10009] transplant_loss 5.9664, rec_loss 0.0492, quant_error 0.4229,
