Train Epoch: [1/5] Iters:[2300/10009] transplant_loss 6.0467, rec_loss 0.0506, quant_error 0.4440,
Train Epoch: [1/5] Iters:[2310/10009] transplant_loss 6.0426, rec_loss 0.0507, quant_error 0.4435,
Train Epoch: [1/5] Iters:[2320/10009] transplant_loss 6.0443, rec_loss 0.0507, quant_error 0.4435,
Train Epoch: [1/5] Iters:[2330/10009] transplant_loss 6.0437, rec_loss 0.0503, quant_error 0.4433,
Train Epoch: [1/5] Iters:[2340/10009] transplant_loss 6.0276, rec_loss 0.0501, quant_error 0.4420,
Train Epoch: [1/5] Iters:[2350/10009] transplant_loss 6.0167, rec_loss 0.0497, quant_error 0.4411,
Train Epoch: [1/5] Iters:[2360/10009] transplant_loss 6.0190, rec_loss 0.0501, quant_error 0.4411,
Train Epoch: [1/5] Iters:[2370/10009] transplant_loss 5.9988, rec_loss 0.0503, quant_error 0.4396,
Train Epoch: [1/5] Iters:[2380/10009] transplant_loss 5.9909, rec_loss 0.0505, quant_error 0.4390,
Train Epoch: [1/5] Iters:[2390/10009] transplant_loss 5.9931, rec_loss 0.0505, quant_error 0.4390,
Train Epoch: [1/5] Iters:[2400/10009] transplant_loss 5.9968, rec_loss 0.0509, quant_error 0.4393,
Train Epoch: [1/5] Iters:[2410/10009] transplant_loss 5.9955, rec_loss 0.0508, quant_error 0.4392,
Train Epoch: [1/5] Iters:[2420/10009] transplant_loss 5.9950, rec_loss 0.0509, quant_error 0.4391,
Train Epoch: [1/5] Iters:[2430/10009] transplant_loss 6.0149, rec_loss 0.0511, quant_error 0.4404,
Train Epoch: [1/5] Iters:[2440/10009] transplant_loss 6.0255, rec_loss 0.0512, quant_error 0.4412,
Train Epoch: [1/5] Iters:[2450/10009] transplant_loss 6.0518, rec_loss 0.0512, quant_error 0.4427,
Train Epoch: [1/5] Iters:[2460/10009] transplant_loss 6.0452, rec_loss 0.0511, quant_error 0.4419,
Train Epoch: [1/5] Iters:[2470/10009] transplant_loss 6.0538, rec_loss 0.0510, quant_error 0.4423,
Train Epoch: [1/5] Iters:[2480/10009] transplant_loss 6.0328, rec_loss 0.0500, quant_error 0.4407,
Train Epoch: [1/5] Iters:[2490/10009] transplant_loss 6.0565, rec_loss 0.0496, quant_error 0.4421,
Train Epoch: [1/5] Iters:[2500/10009] transplant_loss 6.0414, rec_loss 0.0499, quant_error 0.4410,
Train Epoch: [1/5] Iters:[2510/10009] transplant_loss 6.0541, rec_loss 0.0498, quant_error 0.4421,
Train Epoch: [1/5] Iters:[2520/10009] transplant_loss 6.0545, rec_loss 0.0500, quant_error 0.4420,
Train Epoch: [1/5] Iters:[2530/10009] transplant_loss 6.0697, rec_loss 0.0509, quant_error 0.4431,
Train Epoch: [1/5] Iters:[2540/10009] transplant_loss 6.0745, rec_loss 0.0515, quant_error 0.4436,
Train Epoch: [1/5] Iters:[2550/10009] transplant_loss 6.0770, rec_loss 0.0515, quant_error 0.4436,
Train Epoch: [1/5] Iters:[2560/10009] transplant_loss 6.0772, rec_loss 0.0521, quant_error 0.4435,
Train Epoch: [1/5] Iters:[2570/10009] transplant_loss 6.0969, rec_loss 0.0523, quant_error 0.4449,
Train Epoch: [1/5] Iters:[2580/10009] transplant_loss 6.0880, rec_loss 0.0520, quant_error 0.4440,
Train Epoch: [1/5] Iters:[2590/10009] transplant_loss 6.0723, rec_loss 0.0519, quant_error 0.4428,
Train Epoch: [1/5] Iters:[2600/10009] transplant_loss 6.0779, rec_loss 0.0517, quant_error 0.4432,
Train Epoch: [1/5] Iters:[2610/10009] transplant_loss 6.0506, rec_loss 0.0509, quant_error 0.4410,
Train Epoch: [1/5] Iters:[2620/10009] transplant_loss 6.0256, rec_loss 0.0503, quant_error 0.4392,
Train Epoch: [1/5] Iters:[2630/10009] transplant_loss 6.0276, rec_loss 0.0502, quant_error 0.4394,
Train Epoch: [1/5] Iters:[2640/10009] transplant_loss 6.0234, rec_loss 0.0500, quant_error 0.4390,
Train Epoch: [1/5] Iters:[2650/10009] transplant_loss 6.0092, rec_loss 0.0500, quant_error 0.4379,
Train Epoch: [1/5] Iters:[2660/10009] transplant_loss 6.0474, rec_loss 0.0497, quant_error 0.4407,
Train Epoch: [1/5] Iters:[2670/10009] transplant_loss 6.0700, rec_loss 0.0502, quant_error 0.4423,
Train Epoch: [1/5] Iters:[2680/10009] transplant_loss 6.0862, rec_loss 0.0506, quant_error 0.4433,
Train Epoch: [1/5] Iters:[2690/10009] transplant_loss 6.0783, rec_loss 0.0505, quant_error 0.4425,
Train Epoch: [1/5] Iters:[2700/10009] transplant_loss 6.0790, rec_loss 0.0502, quant_error 0.4424,
Train Epoch: [1/5] Iters:[2710/10009] transplant_loss 6.0703, rec_loss 0.0508, quant_error 0.4416,
Train Epoch: [1/5] Iters:[2720/10009] transplant_loss 6.0531, rec_loss 0.0507, quant_error 0.4402,
Train Epoch: [1/5] Iters:[2730/10009] transplant_loss 6.0425, rec_loss 0.0503, quant_error 0.4395,
Train Epoch: [1/5] Iters:[2740/10009] transplant_loss 6.0540, rec_loss 0.0504, quant_error 0.4403,
Train Epoch: [1/5] Iters:[2750/10009] transplant_loss 6.0573, rec_loss 0.0513, quant_error 0.4405,
Train Epoch: [1/5] Iters:[2760/10009] transplant_loss 6.0692, rec_loss 0.0518, quant_error 0.4414,
Train Epoch: [1/5] Iters:[2770/10009] transplant_loss 6.0620, rec_loss 0.0513, quant_error 0.4407,
Train Epoch: [1/5] Iters:[2780/10009] transplant_loss 6.0633, rec_loss 0.0508, quant_error 0.4405,
Train Epoch: [1/5] Iters:[2790/10009] transplant_loss 6.0784, rec_loss 0.0511, quant_error 0.4416,
Train Epoch: [1/5] Iters:[2800/10009] transplant_loss 6.0704, rec_loss 0.0510, quant_error 0.4408,
Train Epoch: [1/5] Iters:[2810/10009] transplant_loss 6.0615, rec_loss 0.0505, quant_error 0.4402,
Train Epoch: [1/5] Iters:[2820/10009] transplant_loss 6.0789, rec_loss 0.0512, quant_error 0.4415,
Train Epoch: [1/5] Iters:[2830/10009] transplant_loss 6.0653, rec_loss 0.0516, quant_error 0.4405,
Train Epoch: [1/5] Iters:[2840/10009] transplant_loss 6.0306, rec_loss 0.0512, quant_error 0.4379,
Train Epoch: [1/5] Iters:[2850/10009] transplant_loss 6.0256, rec_loss 0.0506, quant_error 0.4376,
Train Epoch: [1/5] Iters:[2860/10009] transplant_loss 6.0239, rec_loss 0.0509, quant_error 0.4373,
Train Epoch: [1/5] Iters:[2870/10009] transplant_loss 6.0232, rec_loss 0.0506, quant_error 0.4370,
Train Epoch: [1/5] Iters:[2880/10009] transplant_loss 6.0398, rec_loss 0.0512, quant_error 0.4383,
Train Epoch: [1/5] Iters:[2890/10009] transplant_loss 6.0500, rec_loss 0.0511, quant_error 0.4389,
Train Epoch: [1/5] Iters:[2900/10009] transplant_loss 6.0554, rec_loss 0.0512, quant_error 0.4392,
Train Epoch: [1/5] Iters:[2910/10009] transplant_loss 6.0443, rec_loss 0.0506, quant_error 0.4382,
Train Epoch: [1/5] Iters:[2920/10009] transplant_loss 6.0526, rec_loss 0.0505, quant_error 0.4389,
Train Epoch: [1/5] Iters:[2930/10009] transplant_loss 6.0334, rec_loss 0.0500, quant_error 0.4373,
Train Epoch: [1/5] Iters:[2940/10009] transplant_loss 6.0291, rec_loss 0.0503, quant_error 0.4371,
Train Epoch: [1/5] Iters:[2950/10009] transplant_loss 6.0400, rec_loss 0.0503, quant_error 0.4378,
Train Epoch: [1/5] Iters:[2960/10009] transplant_loss 6.0320, rec_loss 0.0509, quant_error 0.4374,
Train Epoch: [1/5] Iters:[2970/10009] transplant_loss 6.0257, rec_loss 0.0511, quant_error 0.4369,
Train Epoch: [1/5] Iters:[2980/10009] transplant_loss 6.0293, rec_loss 0.0511, quant_error 0.4369,
Train Epoch: [1/5] Iters:[2990/10009] transplant_loss 6.0366, rec_loss 0.0508, quant_error 0.4372,
Train Epoch: [1/5] Iters:[3000/10009] transplant_loss 6.0359, rec_loss 0.0506, quant_error 0.4369,
Train Epoch: [1/5] Iters:[3010/10009] transplant_loss 6.0368, rec_loss 0.0501, quant_error 0.4367,
Train Epoch: [1/5] Iters:[3020/10009] transplant_loss 6.0260, rec_loss 0.0499, quant_error 0.4359,
Train Epoch: [1/5] Iters:[3030/10009] transplant_loss 6.0318, rec_loss 0.0506, quant_error 0.4365,
Train Epoch: [1/5] Iters:[3040/10009] transplant_loss 6.0269, rec_loss 0.0507, quant_error 0.4361,
Train Epoch: [1/5] Iters:[3050/10009] transplant_loss 6.0428, rec_loss 0.0503, quant_error 0.4372,
Train Epoch: [1/5] Iters:[3060/10009] transplant_loss 6.0529, rec_loss 0.0505, quant_error 0.4379,
Train Epoch: [1/5] Iters:[3070/10009] transplant_loss 6.0544, rec_loss 0.0503, quant_error 0.4379,
Train Epoch: [1/5] Iters:[3080/10009] transplant_loss 6.0574, rec_loss 0.0499, quant_error 0.4380,
Train Epoch: [1/5] Iters:[3090/10009] transplant_loss 6.0764, rec_loss 0.0499, quant_error 0.4393,
Train Epoch: [1/5] Iters:[3100/10009] transplant_loss 6.0538, rec_loss 0.0504, quant_error 0.4377,
Train Epoch: [1/5] Iters:[3110/10009] transplant_loss 6.0574, rec_loss 0.0506, quant_error 0.4379,
Train Epoch: [1/5] Iters:[3120/10009] transplant_loss 6.0571, rec_loss 0.0507, quant_error 0.4378,
Train Epoch: [1/5] Iters:[3130/10009] transplant_loss 6.0502, rec_loss 0.0506, quant_error 0.4373,
Train Epoch: [1/5] Iters:[3140/10009] transplant_loss 6.0496, rec_loss 0.0504, quant_error 0.4371,
Train Epoch: [1/5] Iters:[3150/10009] transplant_loss 6.0446, rec_loss 0.0502, quant_error 0.4367,
Train Epoch: [1/5] Iters:[3160/10009] transplant_loss 6.0636, rec_loss 0.0505, quant_error 0.4380,
Train Epoch: [1/5] Iters:[3170/10009] transplant_loss 6.0748, rec_loss 0.0502, quant_error 0.4388,
Train Epoch: [1/5] Iters:[3180/10009] transplant_loss 6.0671, rec_loss 0.0501, quant_error 0.4382,
Train Epoch: [1/5] Iters:[3190/10009] transplant_loss 6.0557, rec_loss 0.0502, quant_error 0.4373,
Train Epoch: [1/5] Iters:[3200/10009] transplant_loss 6.0698, rec_loss 0.0504, quant_error 0.4383,
Train Epoch: [1/5] Iters:[3210/10009] transplant_loss 6.0506, rec_loss 0.0496, quant_error 0.4368,
Train Epoch: [1/5] Iters:[3220/10009] transplant_loss 6.0207, rec_loss 0.0502, quant_error 0.4345,
Train Epoch: [1/5] Iters:[3230/10009] transplant_loss 6.0241, rec_loss 0.0495, quant_error 0.4347,
Train Epoch: [1/5] Iters:[3240/10009] transplant_loss 6.0120, rec_loss 0.0494, quant_error 0.4338,
Train Epoch: [1/5] Iters:[3250/10009] transplant_loss 6.0119, rec_loss 0.0501, quant_error 0.4338,
Train Epoch: [1/5] Iters:[3260/10009] transplant_loss 5.9940, rec_loss 0.0498, quant_error 0.4324,
Train Epoch: [1/5] Iters:[3270/10009] transplant_loss 6.0262, rec_loss 0.0495, quant_error 0.4348,
Train Epoch: [1/5] Iters:[3280/10009] transplant_loss 6.0478, rec_loss 0.0506, quant_error 0.4362,
Train Epoch: [1/5] Iters:[3290/10009] transplant_loss 6.0770, rec_loss 0.0512, quant_error 0.4382,
Train Epoch: [1/5] Iters:[3300/10009] transplant_loss 6.0734, rec_loss 0.0505, quant_error 0.4378,
Train Epoch: [1/5] Iters:[3310/10009] transplant_loss 6.1043, rec_loss 0.0514, quant_error 0.4400,
Train Epoch: [1/5] Iters:[3320/10009] transplant_loss 6.0829, rec_loss 0.0509, quant_error 0.4384,
Train Epoch: [1/5] Iters:[3330/10009] transplant_loss 6.0776, rec_loss 0.0501, quant_error 0.4380,
Train Epoch: [1/5] Iters:[3340/10009] transplant_loss 6.0733, rec_loss 0.0501, quant_error 0.4377,
Train Epoch: [1/5] Iters:[3350/10009] transplant_loss 6.0797, rec_loss 0.0501, quant_error 0.4381,
Train Epoch: [1/5] Iters:[3360/10009] transplant_loss 6.0708, rec_loss 0.0500, quant_error 0.4375,
Train Epoch: [1/5] Iters:[3370/10009] transplant_loss 6.0719, rec_loss 0.0509, quant_error 0.4375,
Train Epoch: [1/5] Iters:[3380/10009] transplant_loss 6.0742, rec_loss 0.0507, quant_error 0.4376,
Train Epoch: [1/5] Iters:[3390/10009] transplant_loss 6.0646, rec_loss 0.0502, quant_error 0.4368,
Train Epoch: [1/5] Iters:[3400/10009] transplant_loss 6.0482, rec_loss 0.0502, quant_error 0.4357,
Train Epoch: [1/5] Iters:[3410/10009] transplant_loss 6.0448, rec_loss 0.0499, quant_error 0.4353,
Train Epoch: [1/5] Iters:[3420/10009] transplant_loss 6.0574, rec_loss 0.0497, quant_error 0.4363,
Train Epoch: [1/5] Iters:[3430/10009] transplant_loss 6.0260, rec_loss 0.0495, quant_error 0.4340,
Train Epoch: [1/5] Iters:[3440/10009] transplant_loss 6.0283, rec_loss 0.0493, quant_error 0.4342,
Train Epoch: [1/5] Iters:[3450/10009] transplant_loss 6.0385, rec_loss 0.0492, quant_error 0.4348,
Train Epoch: [1/5] Iters:[3460/10009] transplant_loss 6.0206, rec_loss 0.0490, quant_error 0.4334,
Train Epoch: [1/5] Iters:[3470/10009] transplant_loss 6.0151, rec_loss 0.0491, quant_error 0.4331,
Train Epoch: [1/5] Iters:[3480/10009] transplant_loss 6.0242, rec_loss 0.0495, quant_error 0.4337,
Train Epoch: [1/5] Iters:[3490/10009] transplant_loss 6.0345, rec_loss 0.0496, quant_error 0.4345,
Train Epoch: [1/5] Iters:[3500/10009] transplant_loss 6.0176, rec_loss 0.0497, quant_error 0.4332,
Train Epoch: [1/5] Iters:[3510/10009] transplant_loss 6.0288, rec_loss 0.0502, quant_error 0.4340,
Train Epoch: [1/5] Iters:[3520/10009] transplant_loss 6.0356, rec_loss 0.0506, quant_error 0.4342,
Train Epoch: [1/5] Iters:[3530/10009] transplant_loss 6.0296, rec_loss 0.0502, quant_error 0.4336,
Train Epoch: [1/5] Iters:[3540/10009] transplant_loss 6.0283, rec_loss 0.0507, quant_error 0.4333,
Train Epoch: [1/5] Iters:[3550/10009] transplant_loss 6.0304, rec_loss 0.0510, quant_error 0.4335,
Train Epoch: [1/5] Iters:[3560/10009] transplant_loss 6.0364, rec_loss 0.0511, quant_error 0.4340,
Train Epoch: [1/5] Iters:[3570/10009] transplant_loss 6.0396, rec_loss 0.0512, quant_error 0.4343,
Train Epoch: [1/5] Iters:[3580/10009] transplant_loss 6.0722, rec_loss 0.0521, quant_error 0.4366,
Train Epoch: [1/5] Iters:[3590/10009] transplant_loss 6.0417, rec_loss 0.0517, quant_error 0.4345,
Train Epoch: [1/5] Iters:[3600/10009] transplant_loss 6.0471, rec_loss 0.0515, quant_error 0.4347,
Train Epoch: [1/5] Iters:[3610/10009] transplant_loss 6.0433, rec_loss 0.0508, quant_error 0.4344,
Train Epoch: [1/5] Iters:[3620/10009] transplant_loss 6.0324, rec_loss 0.0502, quant_error 0.4334,
Train Epoch: [1/5] Iters:[3630/10009] transplant_loss 6.0033, rec_loss 0.0504, quant_error 0.4314,
Train Epoch: [1/5] Iters:[3640/10009] transplant_loss 6.0123, rec_loss 0.0502, quant_error 0.4318,
Train Epoch: [1/5] Iters:[3650/10009] transplant_loss 6.0215, rec_loss 0.0503, quant_error 0.4325,
Train Epoch: [1/5] Iters:[3660/10009] transplant_loss 6.0222, rec_loss 0.0505, quant_error 0.4324,
Train Epoch: [1/5] Iters:[3670/10009] transplant_loss 6.0198, rec_loss 0.0503, quant_error 0.4322,
Train Epoch: [1/5] Iters:[3680/10009] transplant_loss 6.0379, rec_loss 0.0503, quant_error 0.4334,
Train Epoch: [1/5] Iters:[3690/10009] transplant_loss 6.0377, rec_loss 0.0507, quant_error 0.4334,
Train Epoch: [1/5] Iters:[3700/10009] transplant_loss 6.0174, rec_loss 0.0507, quant_error 0.4319,
Train Epoch: [1/5] Iters:[3710/10009] transplant_loss 6.0230, rec_loss 0.0505, quant_error 0.4322,
Train Epoch: [1/5] Iters:[3720/10009] transplant_loss 6.0277, rec_loss 0.0504, quant_error 0.4325,
Train Epoch: [1/5] Iters:[3730/10009] transplant_loss 6.0173, rec_loss 0.0501, quant_error 0.4318,
Train Epoch: [1/5] Iters:[3740/10009] transplant_loss 6.0195, rec_loss 0.0500, quant_error 0.4318,
Train Epoch: [1/5] Iters:[3750/10009] transplant_loss 6.0353, rec_loss 0.0499, quant_error 0.4329,
Train Epoch: [1/5] Iters:[3760/10009] transplant_loss 6.0328, rec_loss 0.0499, quant_error 0.4327,
Train Epoch: [1/5] Iters:[3770/10009] transplant_loss 6.0350, rec_loss 0.0505, quant_error 0.4328,
Train Epoch: [1/5] Iters:[3780/10009] transplant_loss 6.0207, rec_loss 0.0500, quant_error 0.4317,
Train Epoch: [1/5] Iters:[3790/10009] transplant_loss 6.0344, rec_loss 0.0498, quant_error 0.4327,
Train Epoch: [1/5] Iters:[3800/10009] transplant_loss 6.0383, rec_loss 0.0499, quant_error 0.4330,
Train Epoch: [1/5] Iters:[3810/10009] transplant_loss 6.0433, rec_loss 0.0500, quant_error 0.4334,
Train Epoch: [1/5] Iters:[3820/10009] transplant_loss 6.0448, rec_loss 0.0499, quant_error 0.4336,
Train Epoch: [1/5] Iters:[3830/10009] transplant_loss 6.0481, rec_loss 0.0497, quant_error 0.4337,
Train Epoch: [1/5] Iters:[3840/10009] transplant_loss 6.0353, rec_loss 0.0500, quant_error 0.4327,
Train Epoch: [1/5] Iters:[3850/10009] transplant_loss 6.0268, rec_loss 0.0491, quant_error 0.4320,
Train Epoch: [1/5] Iters:[3860/10009] transplant_loss 6.0399, rec_loss 0.0493, quant_error 0.4328,
Train Epoch: [1/5] Iters:[3870/10009] transplant_loss 6.0242, rec_loss 0.0495, quant_error 0.4317,
Train Epoch: [1/5] Iters:[3880/10009] transplant_loss 6.0406, rec_loss 0.0501, quant_error 0.4329,
Train Epoch: [1/5] Iters:[3890/10009] transplant_loss 6.0614, rec_loss 0.0500, quant_error 0.4344,
Train Epoch: [1/5] Iters:[3900/10009] transplant_loss 6.0458, rec_loss 0.0506, quant_error 0.4334,
Train Epoch: [1/5] Iters:[3910/10009] transplant_loss 6.0450, rec_loss 0.0507, quant_error 0.4333,
Train Epoch: [1/5] Iters:[3920/10009] transplant_loss 6.0632, rec_loss 0.0499, quant_error 0.4345,
Train Epoch: [1/5] Iters:[3930/10009] transplant_loss 6.0775, rec_loss 0.0503, quant_error 0.4354,
Train Epoch: [1/5] Iters:[3940/10009] transplant_loss 6.0579, rec_loss 0.0503, quant_error 0.4340,
Train Epoch: [1/5] Iters:[3950/10009] transplant_loss 6.0817, rec_loss 0.0505, quant_error 0.4356,
Train Epoch: [1/5] Iters:[3960/10009] transplant_loss 6.0721, rec_loss 0.0499, quant_error 0.4349,
Train Epoch: [1/5] Iters:[3970/10009] transplant_loss 6.0651, rec_loss 0.0506, quant_error 0.4344,
Train Epoch: [1/5] Iters:[3980/10009] transplant_loss 6.0325, rec_loss 0.0502, quant_error 0.4321,
Train Epoch: [1/5] Iters:[3990/10009] transplant_loss 6.0177, rec_loss 0.0502, quant_error 0.4310,
Train Epoch: [1/5] Iters:[4000/10009] transplant_loss 6.0027, rec_loss 0.0499, quant_error 0.4298,
Train Epoch: [1/5] Iters:[4010/10009] transplant_loss 5.9728, rec_loss 0.0499, quant_error 0.4276,
Train Epoch: [1/5] Iters:[4020/10009] transplant_loss 5.9554, rec_loss 0.0492, quant_error 0.4263,
Train Epoch: [1/5] Iters:[4030/10009] transplant_loss 5.9835, rec_loss 0.0488, quant_error 0.4282,
Train Epoch: [1/5] Iters:[4040/10009] transplant_loss 5.9922, rec_loss 0.0490, quant_error 0.4286,
Train Epoch: [1/5] Iters:[4050/10009] transplant_loss 5.9991, rec_loss 0.0488, quant_error 0.4291,
Train Epoch: [1/5] Iters:[4060/10009] transplant_loss 6.0271, rec_loss 0.0491, quant_error 0.4309,
Train Epoch: [1/5] Iters:[4070/10009] transplant_loss 6.0517, rec_loss 0.0495, quant_error 0.4327,
Train Epoch: [1/5] Iters:[4080/10009] transplant_loss 6.0445, rec_loss 0.0499, quant_error 0.4323,
Train Epoch: [1/5] Iters:[4090/10009] transplant_loss 6.0566, rec_loss 0.0495, quant_error 0.4333,
Train Epoch: [1/5] Iters:[4100/10009] transplant_loss 6.0443, rec_loss 0.0503, quant_error 0.4325,
Train Epoch: [1/5] Iters:[4110/10009] transplant_loss 6.0340, rec_loss 0.0499, quant_error 0.4318,
Train Epoch: [1/5] Iters:[4120/10009] transplant_loss 6.0222, rec_loss 0.0499, quant_error 0.4309,
Train Epoch: [1/5] Iters:[4130/10009] transplant_loss 6.0160, rec_loss 0.0499, quant_error 0.4302,
Train Epoch: [1/5] Iters:[4140/10009] transplant_loss 6.0206, rec_loss 0.0497, quant_error 0.4305,
Train Epoch: [1/5] Iters:[4150/10009] transplant_loss 6.0275, rec_loss 0.0490, quant_error 0.4308,
Train Epoch: [1/5] Iters:[4160/10009] transplant_loss 6.0111, rec_loss 0.0488, quant_error 0.4297,
Train Epoch: [1/5] Iters:[4170/10009] transplant_loss 6.0477, rec_loss 0.0493, quant_error 0.4324,
Train Epoch: [1/5] Iters:[4180/10009] transplant_loss 6.0303, rec_loss 0.0492, quant_error 0.4312,
Train Epoch: [1/5] Iters:[4190/10009] transplant_loss 6.0184, rec_loss 0.0494, quant_error 0.4304,
Train Epoch: [1/5] Iters:[4200/10009] transplant_loss 6.0241, rec_loss 0.0497, quant_error 0.4308,
Train Epoch: [1/5] Iters:[4210/10009] transplant_loss 6.0486, rec_loss 0.0499, quant_error 0.4324,
Train Epoch: [1/5] Iters:[4220/10009] transplant_loss 6.0183, rec_loss 0.0492, quant_error 0.4302,
Train Epoch: [1/5] Iters:[4230/10009] transplant_loss 6.0260, rec_loss 0.0494, quant_error 0.4306,
Train Epoch: [1/5] Iters:[4240/10009] transplant_loss 6.0232, rec_loss 0.0490, quant_error 0.4303,
Train Epoch: [1/5] Iters:[4250/10009] transplant_loss 6.0370, rec_loss 0.0492, quant_error 0.4312,
Train Epoch: [1/5] Iters:[4260/10009] transplant_loss 6.0306, rec_loss 0.0497, quant_error 0.4308,
Train Epoch: [1/5] Iters:[4270/10009] transplant_loss 6.0296, rec_loss 0.0498, quant_error 0.4306,
Train Epoch: [1/5] Iters:[4280/10009] transplant_loss 6.0103, rec_loss 0.0494, quant_error 0.4292,
Train Epoch: [1/5] Iters:[4290/10009] transplant_loss 6.0135, rec_loss 0.0494, quant_error 0.4295,
Train Epoch: [1/5] Iters:[4300/10009] transplant_loss 5.9912, rec_loss 0.0488, quant_error 0.4279,
Train Epoch: [1/5] Iters:[4310/10009] transplant_loss 5.9836, rec_loss 0.0484, quant_error 0.4274,
Train Epoch: [1/5] Iters:[4320/10009] transplant_loss 5.9909, rec_loss 0.0485, quant_error 0.4279,
Train Epoch: [1/5] Iters:[4330/10009] transplant_loss 6.0165, rec_loss 0.0491, quant_error 0.4297,
Train Epoch: [1/5] Iters:[4340/10009] transplant_loss 6.0172, rec_loss 0.0491, quant_error 0.4298,
Train Epoch: [1/5] Iters:[4350/10009] transplant_loss 6.0213, rec_loss 0.0495, quant_error 0.4299,
Train Epoch: [1/5] Iters:[4360/10009] transplant_loss 6.0154, rec_loss 0.0495, quant_error 0.4294,
Train Epoch: [1/5] Iters:[4370/10009] transplant_loss 5.9885, rec_loss 0.0491, quant_error 0.4275,
Train Epoch: [1/5] Iters:[4380/10009] transplant_loss 6.0145, rec_loss 0.0492, quant_error 0.4294,
Train Epoch: [1/5] Iters:[4390/10009] transplant_loss 6.0200, rec_loss 0.0495, quant_error 0.4297,
Train Epoch: [1/5] Iters:[4400/10009] transplant_loss 6.0247, rec_loss 0.0494, quant_error 0.4302,
Train Epoch: [1/5] Iters:[4410/10009] transplant_loss 6.0353, rec_loss 0.0493, quant_error 0.4310,
Train Epoch: [1/5] Iters:[4420/10009] transplant_loss 6.0484, rec_loss 0.0494, quant_error 0.4318,
Train Epoch: [1/5] Iters:[4430/10009] transplant_loss 6.0288, rec_loss 0.0489, quant_error 0.4304,
Train Epoch: [1/5] Iters:[4440/10009] transplant_loss 6.0234, rec_loss 0.0487, quant_error 0.4300,
Train Epoch: [1/5] Iters:[4450/10009] transplant_loss 6.0117, rec_loss 0.0487, quant_error 0.4290,
Train Epoch: [1/5] Iters:[4460/10009] transplant_loss 5.9969, rec_loss 0.0485, quant_error 0.4279,
Train Epoch: [1/5] Iters:[4470/10009] transplant_loss 6.0110, rec_loss 0.0489, quant_error 0.4288,
Train Epoch: [1/5] Iters:[4480/10009] transplant_loss 6.0118, rec_loss 0.0492, quant_error 0.4289,
Train Epoch: [1/5] Iters:[4490/10009] transplant_loss 6.0081, rec_loss 0.0492, quant_error 0.4285,
Train Epoch: [1/5] Iters:[4500/10009] transplant_loss 6.0205, rec_loss 0.0497, quant_error 0.4294,
Train Epoch: [1/5] Iters:[4510/10009] transplant_loss 6.0339, rec_loss 0.0502, quant_error 0.4305,
Train Epoch: [1/5] Iters:[4520/10009] transplant_loss 6.0177, rec_loss 0.0498, quant_error 0.4293,
Train Epoch: [1/5] Iters:[4530/10009] transplant_loss 6.0243, rec_loss 0.0497, quant_error 0.4297,
Train Epoch: [1/5] Iters:[4540/10009] transplant_loss 6.0282, rec_loss 0.0501, quant_error 0.4300,
Train Epoch: [1/5] Iters:[4550/10009] transplant_loss 6.0273, rec_loss 0.0499, quant_error 0.4298,
Train Epoch: [1/5] Iters:[4560/10009] transplant_loss 6.0114, rec_loss 0.0491, quant_error 0.4285,
Train Epoch: [1/5] Iters:[4570/10009] transplant_loss 6.0155, rec_loss 0.0495, quant_error 0.4287,
Train Epoch: [1/5] Iters:[4580/10009] transplant_loss 5.9882, rec_loss 0.0499, quant_error 0.4269,
Train Epoch: [1/5] Iters:[4590/10009] transplant_loss 5.9823, rec_loss 0.0500, quant_error 0.4265,
Train Epoch: [1/5] Iters:[4600/10009] transplant_loss 5.9925, rec_loss 0.0500, quant_error 0.4272,
Train Epoch: [1/5] Iters:[4610/10009] transplant_loss 6.0165, rec_loss 0.0503, quant_error 0.4289,
Train Epoch: [1/5] Iters:[4620/10009] transplant_loss 6.0196, rec_loss 0.0501, quant_error 0.4291,
Train Epoch: [1/5] Iters:[4630/10009] transplant_loss 6.0393, rec_loss 0.0496, quant_error 0.4305,
Train Epoch: [1/5] Iters:[4640/10009] transplant_loss 6.0428, rec_loss 0.0496, quant_error 0.4306,
Train Epoch: [1/5] Iters:[4650/10009] transplant_loss 6.0281, rec_loss 0.0496, quant_error 0.4297,
Train Epoch: [1/5] Iters:[4660/10009] transplant_loss 6.0207, rec_loss 0.0501, quant_error 0.4292,
Train Epoch: [1/5] Iters:[4670/10009] transplant_loss 6.0208, rec_loss 0.0502, quant_error 0.4292,
Train Epoch: [1/5] Iters:[4680/10009] transplant_loss 6.0155, rec_loss 0.0503, quant_error 0.4288,
Train Epoch: [1/5] Iters:[4690/10009] transplant_loss 6.0151, rec_loss 0.0502, quant_error 0.4289,
Train Epoch: [1/5] Iters:[4700/10009] transplant_loss 6.0007, rec_loss 0.0497, quant_error 0.4278,
Train Epoch: [1/5] Iters:[4710/10009] transplant_loss 6.0052, rec_loss 0.0495, quant_error 0.4281,
Train Epoch: [1/5] Iters:[4720/10009] transplant_loss 5.9910, rec_loss 0.0492, quant_error 0.4270,
Train Epoch: [1/5] Iters:[4730/10009] transplant_loss 5.9798, rec_loss 0.0492, quant_error 0.4262,
Train Epoch: [1/5] Iters:[4740/10009] transplant_loss 5.9907, rec_loss 0.0496, quant_error 0.4269,
