Train Epoch: [1/5] Iters:[2300/10009] transplant_loss 632.1616, rec_loss 0.0966, quant_error 2.0005,
Train Epoch: [1/5] Iters:[2310/10009] transplant_loss 632.9105, rec_loss 0.0965, quant_error 1.9980,
Train Epoch: [1/5] Iters:[2320/10009] transplant_loss 634.0662, rec_loss 0.0969, quant_error 1.9991,
Train Epoch: [1/5] Iters:[2330/10009] transplant_loss 638.2961, rec_loss 0.0967, quant_error 1.9971,
Train Epoch: [1/5] Iters:[2340/10009] transplant_loss 641.1845, rec_loss 0.0962, quant_error 1.9909,
Train Epoch: [1/5] Iters:[2350/10009] transplant_loss 649.7875, rec_loss 0.0956, quant_error 1.9870,
Train Epoch: [1/5] Iters:[2360/10009] transplant_loss 655.8166, rec_loss 0.0959, quant_error 1.9888,
Train Epoch: [1/5] Iters:[2370/10009] transplant_loss 661.2811, rec_loss 0.0956, quant_error 1.9822,
Train Epoch: [1/5] Iters:[2380/10009] transplant_loss 659.4655, rec_loss 0.0957, quant_error 1.9772,
Train Epoch: [1/5] Iters:[2390/10009] transplant_loss 665.6861, rec_loss 0.0958, quant_error 1.9762,
Train Epoch: [1/5] Iters:[2400/10009] transplant_loss 660.6209, rec_loss 0.0961, quant_error 1.9753,
Train Epoch: [1/5] Iters:[2410/10009] transplant_loss 660.9529, rec_loss 0.0961, quant_error 1.9730,
Train Epoch: [1/5] Iters:[2420/10009] transplant_loss 661.0593, rec_loss 0.0962, quant_error 1.9726,
Train Epoch: [1/5] Iters:[2430/10009] transplant_loss 667.2254, rec_loss 0.0966, quant_error 1.9791,
Train Epoch: [1/5] Iters:[2440/10009] transplant_loss 664.7256, rec_loss 0.0968, quant_error 1.9826,
Train Epoch: [1/5] Iters:[2450/10009] transplant_loss 669.8067, rec_loss 0.0973, quant_error 1.9909,
Train Epoch: [1/5] Iters:[2460/10009] transplant_loss 671.8518, rec_loss 0.0971, quant_error 1.9868,
Train Epoch: [1/5] Iters:[2470/10009] transplant_loss 674.4292, rec_loss 0.0972, quant_error 1.9885,
Train Epoch: [1/5] Iters:[2480/10009] transplant_loss 670.4046, rec_loss 0.0957, quant_error 1.9816,
Train Epoch: [1/5] Iters:[2490/10009] transplant_loss 681.8949, rec_loss 0.0956, quant_error 1.9887,
Train Epoch: [1/5] Iters:[2500/10009] transplant_loss 689.9558, rec_loss 0.0960, quant_error 1.9831,
Train Epoch: [1/5] Iters:[2510/10009] transplant_loss 696.5022, rec_loss 0.0960, quant_error 1.9869,
Train Epoch: [1/5] Iters:[2520/10009] transplant_loss 701.3142, rec_loss 0.0960, quant_error 1.9860,
Train Epoch: [1/5] Iters:[2530/10009] transplant_loss 705.4678, rec_loss 0.0975, quant_error 1.9892,
Train Epoch: [1/5] Iters:[2540/10009] transplant_loss 701.7091, rec_loss 0.0980, quant_error 1.9892,
Train Epoch: [1/5] Iters:[2550/10009] transplant_loss 704.0306, rec_loss 0.0977, quant_error 1.9893,
Train Epoch: [1/5] Iters:[2560/10009] transplant_loss 708.7236, rec_loss 0.0984, quant_error 1.9899,
Train Epoch: [1/5] Iters:[2570/10009] transplant_loss 715.0077, rec_loss 0.0991, quant_error 1.9956,
Train Epoch: [1/5] Iters:[2580/10009] transplant_loss 718.4302, rec_loss 0.0986, quant_error 1.9933,
Train Epoch: [1/5] Iters:[2590/10009] transplant_loss 725.4546, rec_loss 0.0985, quant_error 1.9893,
Train Epoch: [1/5] Iters:[2600/10009] transplant_loss 726.3214, rec_loss 0.0983, quant_error 1.9906,
Train Epoch: [1/5] Iters:[2610/10009] transplant_loss 718.0269, rec_loss 0.0971, quant_error 1.9791,
Train Epoch: [1/5] Iters:[2620/10009] transplant_loss 713.4327, rec_loss 0.0959, quant_error 1.9703,
Train Epoch: [1/5] Iters:[2630/10009] transplant_loss 717.5773, rec_loss 0.0957, quant_error 1.9699,
Train Epoch: [1/5] Iters:[2640/10009] transplant_loss 714.6953, rec_loss 0.0953, quant_error 1.9668,
Train Epoch: [1/5] Iters:[2650/10009] transplant_loss 709.1017, rec_loss 0.0949, quant_error 1.9603,
Train Epoch: [1/5] Iters:[2660/10009] transplant_loss 715.0214, rec_loss 0.0948, quant_error 1.9716,
Train Epoch: [1/5] Iters:[2670/10009] transplant_loss 719.5629, rec_loss 0.0955, quant_error 1.9771,
Train Epoch: [1/5] Iters:[2680/10009] transplant_loss 724.9308, rec_loss 0.0963, quant_error 1.9822,
Train Epoch: [1/5] Iters:[2690/10009] transplant_loss 727.1314, rec_loss 0.0961, quant_error 1.9778,
Train Epoch: [1/5] Iters:[2700/10009] transplant_loss 733.6567, rec_loss 0.0962, quant_error 1.9778,
Train Epoch: [1/5] Iters:[2710/10009] transplant_loss 739.8793, rec_loss 0.0971, quant_error 1.9749,
Train Epoch: [1/5] Iters:[2720/10009] transplant_loss 745.3010, rec_loss 0.0971, quant_error 1.9693,
Train Epoch: [1/5] Iters:[2730/10009] transplant_loss 743.8235, rec_loss 0.0965, quant_error 1.9643,
Train Epoch: [1/5] Iters:[2740/10009] transplant_loss 746.1374, rec_loss 0.0964, quant_error 1.9681,
Train Epoch: [1/5] Iters:[2750/10009] transplant_loss 751.9285, rec_loss 0.0972, quant_error 1.9690,
Train Epoch: [1/5] Iters:[2760/10009] transplant_loss 753.3892, rec_loss 0.0977, quant_error 1.9719,
Train Epoch: [1/5] Iters:[2770/10009] transplant_loss 753.4951, rec_loss 0.0971, quant_error 1.9672,
Train Epoch: [1/5] Iters:[2780/10009] transplant_loss 758.4501, rec_loss 0.0966, quant_error 1.9661,
Train Epoch: [1/5] Iters:[2790/10009] transplant_loss 763.8038, rec_loss 0.0971, quant_error 1.9723,
Train Epoch: [1/5] Iters:[2800/10009] transplant_loss 766.0252, rec_loss 0.0969, quant_error 1.9695,
Train Epoch: [1/5] Iters:[2810/10009] transplant_loss 772.9915, rec_loss 0.0963, quant_error 1.9666,
Train Epoch: [1/5] Iters:[2820/10009] transplant_loss 775.5588, rec_loss 0.0969, quant_error 1.9742,
Train Epoch: [1/5] Iters:[2830/10009] transplant_loss 774.1617, rec_loss 0.0974, quant_error 1.9683,
Train Epoch: [1/5] Iters:[2840/10009] transplant_loss 772.2264, rec_loss 0.0968, quant_error 1.9549,
Train Epoch: [1/5] Iters:[2850/10009] transplant_loss 767.0172, rec_loss 0.0961, quant_error 1.9517,
Train Epoch: [1/5] Iters:[2860/10009] transplant_loss 766.9191, rec_loss 0.0961, quant_error 1.9517,
Train Epoch: [1/5] Iters:[2870/10009] transplant_loss 776.5965, rec_loss 0.0959, quant_error 1.9504,
Train Epoch: [1/5] Iters:[2880/10009] transplant_loss 786.4038, rec_loss 0.0965, quant_error 1.9569,
Train Epoch: [1/5] Iters:[2890/10009] transplant_loss 788.5422, rec_loss 0.0964, quant_error 1.9587,
Train Epoch: [1/5] Iters:[2900/10009] transplant_loss 799.1316, rec_loss 0.0966, quant_error 1.9602,
Train Epoch: [1/5] Iters:[2910/10009] transplant_loss 796.6889, rec_loss 0.0961, quant_error 1.9547,
Train Epoch: [1/5] Iters:[2920/10009] transplant_loss 791.4833, rec_loss 0.0959, quant_error 1.9551,
Train Epoch: [1/5] Iters:[2930/10009] transplant_loss 783.5545, rec_loss 0.0949, quant_error 1.9476,
Train Epoch: [1/5] Iters:[2940/10009] transplant_loss 783.1077, rec_loss 0.0949, quant_error 1.9468,
Train Epoch: [1/5] Iters:[2950/10009] transplant_loss 780.2398, rec_loss 0.0952, quant_error 1.9483,
Train Epoch: [1/5] Iters:[2960/10009] transplant_loss 782.6956, rec_loss 0.0958, quant_error 1.9456,
Train Epoch: [1/5] Iters:[2970/10009] transplant_loss 784.2401, rec_loss 0.0961, quant_error 1.9436,
Train Epoch: [1/5] Iters:[2980/10009] transplant_loss 789.3214, rec_loss 0.0963, quant_error 1.9443,
Train Epoch: [1/5] Iters:[2990/10009] transplant_loss 796.1286, rec_loss 0.0966, quant_error 1.9464,
Train Epoch: [1/5] Iters:[3000/10009] transplant_loss 800.3050, rec_loss 0.0964, quant_error 1.9463,
Train Epoch: [1/5] Iters:[3010/10009] transplant_loss 802.4729, rec_loss 0.0957, quant_error 1.9443,
Train Epoch: [1/5] Iters:[3020/10009] transplant_loss 805.4368, rec_loss 0.0952, quant_error 1.9409,
Train Epoch: [1/5] Iters:[3030/10009] transplant_loss 806.2702, rec_loss 0.0960, quant_error 1.9425,
Train Epoch: [1/5] Iters:[3040/10009] transplant_loss 806.4888, rec_loss 0.0957, quant_error 1.9382,
Train Epoch: [1/5] Iters:[3050/10009] transplant_loss 810.3410, rec_loss 0.0952, quant_error 1.9419,
Train Epoch: [1/5] Iters:[3060/10009] transplant_loss 814.6326, rec_loss 0.0958, quant_error 1.9461,
Train Epoch: [1/5] Iters:[3070/10009] transplant_loss 813.3348, rec_loss 0.0957, quant_error 1.9451,
Train Epoch: [1/5] Iters:[3080/10009] transplant_loss 819.2298, rec_loss 0.0953, quant_error 1.9438,
Train Epoch: [1/5] Iters:[3090/10009] transplant_loss 824.7598, rec_loss 0.0958, quant_error 1.9497,
Train Epoch: [1/5] Iters:[3100/10009] transplant_loss 822.0593, rec_loss 0.0959, quant_error 1.9418,
Train Epoch: [1/5] Iters:[3110/10009] transplant_loss 825.6271, rec_loss 0.0959, quant_error 1.9408,
Train Epoch: [1/5] Iters:[3120/10009] transplant_loss 828.7830, rec_loss 0.0965, quant_error 1.9412,
Train Epoch: [1/5] Iters:[3130/10009] transplant_loss 826.5823, rec_loss 0.0962, quant_error 1.9379,
Train Epoch: [1/5] Iters:[3140/10009] transplant_loss 832.4084, rec_loss 0.0957, quant_error 1.9356,
Train Epoch: [1/5] Iters:[3150/10009] transplant_loss 837.4359, rec_loss 0.0956, quant_error 1.9332,
Train Epoch: [1/5] Iters:[3160/10009] transplant_loss 839.6900, rec_loss 0.0959, quant_error 1.9385,
Train Epoch: [1/5] Iters:[3170/10009] transplant_loss 849.5264, rec_loss 0.0952, quant_error 1.9395,
Train Epoch: [1/5] Iters:[3180/10009] transplant_loss 853.8876, rec_loss 0.0951, quant_error 1.9375,
Train Epoch: [1/5] Iters:[3190/10009] transplant_loss 851.0005, rec_loss 0.0953, quant_error 1.9349,
Train Epoch: [1/5] Iters:[3200/10009] transplant_loss 856.9210, rec_loss 0.0960, quant_error 1.9401,
Train Epoch: [1/5] Iters:[3210/10009] transplant_loss 861.6536, rec_loss 0.0951, quant_error 1.9340,
Train Epoch: [1/5] Iters:[3220/10009] transplant_loss 860.0498, rec_loss 0.0955, quant_error 1.9242,
Train Epoch: [1/5] Iters:[3230/10009] transplant_loss 857.5994, rec_loss 0.0947, quant_error 1.9243,
Train Epoch: [1/5] Iters:[3240/10009] transplant_loss 858.7125, rec_loss 0.0943, quant_error 1.9197,
Train Epoch: [1/5] Iters:[3250/10009] transplant_loss 854.0116, rec_loss 0.0945, quant_error 1.9179,
Train Epoch: [1/5] Iters:[3260/10009] transplant_loss 853.9042, rec_loss 0.0941, quant_error 1.9113,
Train Epoch: [1/5] Iters:[3270/10009] transplant_loss 854.2392, rec_loss 0.0939, quant_error 1.9212,
Train Epoch: [1/5] Iters:[3280/10009] transplant_loss 857.6080, rec_loss 0.0954, quant_error 1.9275,
Train Epoch: [1/5] Iters:[3290/10009] transplant_loss 862.7464, rec_loss 0.0962, quant_error 1.9354,
Train Epoch: [1/5] Iters:[3300/10009] transplant_loss 870.0979, rec_loss 0.0958, quant_error 1.9350,
Train Epoch: [1/5] Iters:[3310/10009] transplant_loss 872.3205, rec_loss 0.0971, quant_error 1.9437,
Train Epoch: [1/5] Iters:[3320/10009] transplant_loss 877.6818, rec_loss 0.0966, quant_error 1.9367,
Train Epoch: [1/5] Iters:[3330/10009] transplant_loss 884.7989, rec_loss 0.0957, quant_error 1.9328,
Train Epoch: [1/5] Iters:[3340/10009] transplant_loss 884.2854, rec_loss 0.0956, quant_error 1.9313,
Train Epoch: [1/5] Iters:[3350/10009] transplant_loss 889.1340, rec_loss 0.0955, quant_error 1.9317,
Train Epoch: [1/5] Iters:[3360/10009] transplant_loss 892.3284, rec_loss 0.0952, quant_error 1.9287,
Train Epoch: [1/5] Iters:[3370/10009] transplant_loss 897.6077, rec_loss 0.0961, quant_error 1.9291,
Train Epoch: [1/5] Iters:[3380/10009] transplant_loss 902.2696, rec_loss 0.0961, quant_error 1.9306,
Train Epoch: [1/5] Iters:[3390/10009] transplant_loss 902.6644, rec_loss 0.0955, quant_error 1.9279,
Train Epoch: [1/5] Iters:[3400/10009] transplant_loss 899.3016, rec_loss 0.0956, quant_error 1.9227,
Train Epoch: [1/5] Iters:[3410/10009] transplant_loss 897.2413, rec_loss 0.0955, quant_error 1.9203,
Train Epoch: [1/5] Iters:[3420/10009] transplant_loss 893.3281, rec_loss 0.0951, quant_error 1.9222,
Train Epoch: [1/5] Iters:[3430/10009] transplant_loss 892.0277, rec_loss 0.0948, quant_error 1.9136,
Train Epoch: [1/5] Iters:[3440/10009] transplant_loss 896.9755, rec_loss 0.0945, quant_error 1.9129,
Train Epoch: [1/5] Iters:[3450/10009] transplant_loss 904.8531, rec_loss 0.0943, quant_error 1.9153,
Train Epoch: [1/5] Iters:[3460/10009] transplant_loss 906.6947, rec_loss 0.0938, quant_error 1.9099,
Train Epoch: [1/5] Iters:[3470/10009] transplant_loss 901.5231, rec_loss 0.0938, quant_error 1.9084,
Train Epoch: [1/5] Iters:[3480/10009] transplant_loss 899.0249, rec_loss 0.0941, quant_error 1.9081,
Train Epoch: [1/5] Iters:[3490/10009] transplant_loss 900.9473, rec_loss 0.0942, quant_error 1.9103,
Train Epoch: [1/5] Iters:[3500/10009] transplant_loss 894.8659, rec_loss 0.0941, quant_error 1.9041,
Train Epoch: [1/5] Iters:[3510/10009] transplant_loss 898.1766, rec_loss 0.0946, quant_error 1.9068,
Train Epoch: [1/5] Iters:[3520/10009] transplant_loss 907.8374, rec_loss 0.0953, quant_error 1.9073,
Train Epoch: [1/5] Iters:[3530/10009] transplant_loss 917.9252, rec_loss 0.0947, quant_error 1.9062,
Train Epoch: [1/5] Iters:[3540/10009] transplant_loss 924.5386, rec_loss 0.0956, quant_error 1.9053,
Train Epoch: [1/5] Iters:[3550/10009] transplant_loss 928.9510, rec_loss 0.0961, quant_error 1.9050,
Train Epoch: [1/5] Iters:[3560/10009] transplant_loss 926.0849, rec_loss 0.0963, quant_error 1.9060,
Train Epoch: [1/5] Iters:[3570/10009] transplant_loss 928.1155, rec_loss 0.0965, quant_error 1.9088,
Train Epoch: [1/5] Iters:[3580/10009] transplant_loss 930.8824, rec_loss 0.0981, quant_error 1.9189,
Train Epoch: [1/5] Iters:[3590/10009] transplant_loss 926.5149, rec_loss 0.0973, quant_error 1.9096,
Train Epoch: [1/5] Iters:[3600/10009] transplant_loss 930.3432, rec_loss 0.0971, quant_error 1.9107,
Train Epoch: [1/5] Iters:[3610/10009] transplant_loss 936.9183, rec_loss 0.0962, quant_error 1.9091,
Train Epoch: [1/5] Iters:[3620/10009] transplant_loss 941.4202, rec_loss 0.0952, quant_error 1.9043,
Train Epoch: [1/5] Iters:[3630/10009] transplant_loss 934.1881, rec_loss 0.0944, quant_error 1.8930,
Train Epoch: [1/5] Iters:[3640/10009] transplant_loss 939.4435, rec_loss 0.0946, quant_error 1.8947,
Train Epoch: [1/5] Iters:[3650/10009] transplant_loss 939.0706, rec_loss 0.0944, quant_error 1.8965,
Train Epoch: [1/5] Iters:[3660/10009] transplant_loss 945.3495, rec_loss 0.0945, quant_error 1.8953,
Train Epoch: [1/5] Iters:[3670/10009] transplant_loss 943.9670, rec_loss 0.0943, quant_error 1.8933,
Train Epoch: [1/5] Iters:[3680/10009] transplant_loss 949.3002, rec_loss 0.0947, quant_error 1.8991,
Train Epoch: [1/5] Iters:[3690/10009] transplant_loss 945.0987, rec_loss 0.0947, quant_error 1.8974,
Train Epoch: [1/5] Iters:[3700/10009] transplant_loss 949.4250, rec_loss 0.0945, quant_error 1.8919,
Train Epoch: [1/5] Iters:[3710/10009] transplant_loss 955.0677, rec_loss 0.0949, quant_error 1.8938,
Train Epoch: [1/5] Iters:[3720/10009] transplant_loss 962.9704, rec_loss 0.0950, quant_error 1.8933,
Train Epoch: [1/5] Iters:[3730/10009] transplant_loss 963.3958, rec_loss 0.0944, quant_error 1.8881,
Train Epoch: [1/5] Iters:[3740/10009] transplant_loss 976.3233, rec_loss 0.0945, quant_error 1.8889,
Train Epoch: [1/5] Iters:[3750/10009] transplant_loss 978.8570, rec_loss 0.0946, quant_error 1.8917,
Train Epoch: [1/5] Iters:[3760/10009] transplant_loss 976.1751, rec_loss 0.0943, quant_error 1.8891,
Train Epoch: [1/5] Iters:[3770/10009] transplant_loss 972.4019, rec_loss 0.0951, quant_error 1.8909,
Train Epoch: [1/5] Iters:[3780/10009] transplant_loss 970.6640, rec_loss 0.0947, quant_error 1.8877,
Train Epoch: [1/5] Iters:[3790/10009] transplant_loss 968.9209, rec_loss 0.0944, quant_error 1.8921,
Train Epoch: [1/5] Iters:[3800/10009] transplant_loss 974.3893, rec_loss 0.0946, quant_error 1.8934,
Train Epoch: [1/5] Iters:[3810/10009] transplant_loss 977.1648, rec_loss 0.0947, quant_error 1.8939,
Train Epoch: [1/5] Iters:[3820/10009] transplant_loss 982.3164, rec_loss 0.0947, quant_error 1.8929,
Train Epoch: [1/5] Iters:[3830/10009] transplant_loss 990.8685, rec_loss 0.0945, quant_error 1.8924,
Train Epoch: [1/5] Iters:[3840/10009] transplant_loss 994.9566, rec_loss 0.0949, quant_error 1.8872,
Train Epoch: [1/5] Iters:[3850/10009] transplant_loss 999.3528, rec_loss 0.0941, quant_error 1.8837,
Train Epoch: [1/5] Iters:[3860/10009] transplant_loss 1000.9166, rec_loss 0.0943, quant_error 1.8885,
Train Epoch: [1/5] Iters:[3870/10009] transplant_loss 997.8633, rec_loss 0.0941, quant_error 1.8833,
Train Epoch: [1/5] Iters:[3880/10009] transplant_loss 1001.0690, rec_loss 0.0949, quant_error 1.8889,
Train Epoch: [1/5] Iters:[3890/10009] transplant_loss 1000.8906, rec_loss 0.0949, quant_error 1.8945,
Train Epoch: [1/5] Iters:[3900/10009] transplant_loss 989.2389, rec_loss 0.0952, quant_error 1.8908,
Train Epoch: [1/5] Iters:[3910/10009] transplant_loss 991.3749, rec_loss 0.0956, quant_error 1.8903,
Train Epoch: [1/5] Iters:[3920/10009] transplant_loss 997.8746, rec_loss 0.0948, quant_error 1.8957,
Train Epoch: [1/5] Iters:[3930/10009] transplant_loss 1010.5639, rec_loss 0.0951, quant_error 1.8988,
Train Epoch: [1/5] Iters:[3940/10009] transplant_loss 1011.6521, rec_loss 0.0951, quant_error 1.8924,
Train Epoch: [1/5] Iters:[3950/10009] transplant_loss 1022.4621, rec_loss 0.0955, quant_error 1.8991,
Train Epoch: [1/5] Iters:[3960/10009] transplant_loss 1025.8126, rec_loss 0.0949, quant_error 1.8968,
Train Epoch: [1/5] Iters:[3970/10009] transplant_loss 1028.6793, rec_loss 0.0956, quant_error 1.8952,
Train Epoch: [1/5] Iters:[3980/10009] transplant_loss 1013.1480, rec_loss 0.0952, quant_error 1.8851,
Train Epoch: [1/5] Iters:[3990/10009] transplant_loss 1013.1514, rec_loss 0.0950, quant_error 1.8807,
Train Epoch: [1/5] Iters:[4000/10009] transplant_loss 1016.3090, rec_loss 0.0948, quant_error 1.8737,
Train Epoch: [1/5] Iters:[4010/10009] transplant_loss 1013.1349, rec_loss 0.0942, quant_error 1.8630,
Train Epoch: [1/5] Iters:[4020/10009] transplant_loss 1014.0579, rec_loss 0.0936, quant_error 1.8572,
Train Epoch: [1/5] Iters:[4030/10009] transplant_loss 1025.9487, rec_loss 0.0932, quant_error 1.8638,
Train Epoch: [1/5] Iters:[4040/10009] transplant_loss 1032.3057, rec_loss 0.0934, quant_error 1.8649,
Train Epoch: [1/5] Iters:[4050/10009] transplant_loss 1040.5971, rec_loss 0.0933, quant_error 1.8659,
Train Epoch: [1/5] Iters:[4060/10009] transplant_loss 1045.9533, rec_loss 0.0943, quant_error 1.8733,
Train Epoch: [1/5] Iters:[4070/10009] transplant_loss 1050.4730, rec_loss 0.0949, quant_error 1.8790,
Train Epoch: [1/5] Iters:[4080/10009] transplant_loss 1046.8229, rec_loss 0.0951, quant_error 1.8782,
Train Epoch: [1/5] Iters:[4090/10009] transplant_loss 1048.6783, rec_loss 0.0947, quant_error 1.8822,
Train Epoch: [1/5] Iters:[4100/10009] transplant_loss 1044.1873, rec_loss 0.0950, quant_error 1.8795,
Train Epoch: [1/5] Iters:[4110/10009] transplant_loss 1045.1458, rec_loss 0.0943, quant_error 1.8759,
Train Epoch: [1/5] Iters:[4120/10009] transplant_loss 1042.3816, rec_loss 0.0941, quant_error 1.8712,
Train Epoch: [1/5] Iters:[4130/10009] transplant_loss 1050.7761, rec_loss 0.0943, quant_error 1.8680,
Train Epoch: [1/5] Iters:[4140/10009] transplant_loss 1053.7977, rec_loss 0.0940, quant_error 1.8682,
Train Epoch: [1/5] Iters:[4150/10009] transplant_loss 1054.7181, rec_loss 0.0933, quant_error 1.8696,
Train Epoch: [1/5] Iters:[4160/10009] transplant_loss 1054.0557, rec_loss 0.0929, quant_error 1.8632,
Train Epoch: [1/5] Iters:[4170/10009] transplant_loss 1062.5716, rec_loss 0.0936, quant_error 1.8743,
Train Epoch: [1/5] Iters:[4180/10009] transplant_loss 1057.9770, rec_loss 0.0933, quant_error 1.8689,
Train Epoch: [1/5] Iters:[4190/10009] transplant_loss 1048.2402, rec_loss 0.0934, quant_error 1.8648,
Train Epoch: [1/5] Iters:[4200/10009] transplant_loss 1051.3658, rec_loss 0.0937, quant_error 1.8652,
Train Epoch: [1/5] Iters:[4210/10009] transplant_loss 1057.1826, rec_loss 0.0945, quant_error 1.8733,
Train Epoch: [1/5] Iters:[4220/10009] transplant_loss 1055.9313, rec_loss 0.0937, quant_error 1.8624,
Train Epoch: [1/5] Iters:[4230/10009] transplant_loss 1056.5624, rec_loss 0.0938, quant_error 1.8620,
Train Epoch: [1/5] Iters:[4240/10009] transplant_loss 1066.2054, rec_loss 0.0932, quant_error 1.8604,
Train Epoch: [1/5] Iters:[4250/10009] transplant_loss 1071.9447, rec_loss 0.0935, quant_error 1.8628,
Train Epoch: [1/5] Iters:[4260/10009] transplant_loss 1072.3423, rec_loss 0.0938, quant_error 1.8599,
Train Epoch: [1/5] Iters:[4270/10009] transplant_loss 1072.5885, rec_loss 0.0939, quant_error 1.8594,
Train Epoch: [1/5] Iters:[4280/10009] transplant_loss 1080.1203, rec_loss 0.0936, quant_error 1.8536,
Train Epoch: [1/5] Iters:[4290/10009] transplant_loss 1083.3476, rec_loss 0.0938, quant_error 1.8550,
Train Epoch: [1/5] Iters:[4300/10009] transplant_loss 1087.0747, rec_loss 0.0929, quant_error 1.8474,
Train Epoch: [1/5] Iters:[4310/10009] transplant_loss 1092.0020, rec_loss 0.0921, quant_error 1.8452,
Train Epoch: [1/5] Iters:[4320/10009] transplant_loss 1096.9626, rec_loss 0.0922, quant_error 1.8477,
Train Epoch: [1/5] Iters:[4330/10009] transplant_loss 1099.3016, rec_loss 0.0932, quant_error 1.8558,
Train Epoch: [1/5] Iters:[4340/10009] transplant_loss 1099.1986, rec_loss 0.0932, quant_error 1.8558,
Train Epoch: [1/5] Iters:[4350/10009] transplant_loss 1092.0452, rec_loss 0.0939, quant_error 1.8583,
Train Epoch: [1/5] Iters:[4360/10009] transplant_loss 1089.1147, rec_loss 0.0940, quant_error 1.8557,
Train Epoch: [1/5] Iters:[4370/10009] transplant_loss 1084.4316, rec_loss 0.0930, quant_error 1.8483,
Train Epoch: [1/5] Iters:[4380/10009] transplant_loss 1089.5715, rec_loss 0.0931, quant_error 1.8556,
Train Epoch: [1/5] Iters:[4390/10009] transplant_loss 1093.7004, rec_loss 0.0934, quant_error 1.8545,
Train Epoch: [1/5] Iters:[4400/10009] transplant_loss 1095.8838, rec_loss 0.0933, quant_error 1.8565,
Train Epoch: [1/5] Iters:[4410/10009] transplant_loss 1102.1998, rec_loss 0.0934, quant_error 1.8588,
Train Epoch: [1/5] Iters:[4420/10009] transplant_loss 1108.0892, rec_loss 0.0937, quant_error 1.8608,
Train Epoch: [1/5] Iters:[4430/10009] transplant_loss 1109.2265, rec_loss 0.0929, quant_error 1.8554,
Train Epoch: [1/5] Iters:[4440/10009] transplant_loss 1111.0408, rec_loss 0.0928, quant_error 1.8555,
Train Epoch: [1/5] Iters:[4450/10009] transplant_loss 1108.9473, rec_loss 0.0931, quant_error 1.8521,
Train Epoch: [1/5] Iters:[4460/10009] transplant_loss 1103.7874, rec_loss 0.0929, quant_error 1.8471,
Train Epoch: [1/5] Iters:[4470/10009] transplant_loss 1114.0779, rec_loss 0.0934, quant_error 1.8510,
Train Epoch: [1/5] Iters:[4480/10009] transplant_loss 1112.2711, rec_loss 0.0938, quant_error 1.8506,
Train Epoch: [1/5] Iters:[4490/10009] transplant_loss 1118.8429, rec_loss 0.0938, quant_error 1.8483,
Train Epoch: [1/5] Iters:[4500/10009] transplant_loss 1126.9940, rec_loss 0.0939, quant_error 1.8500,
Train Epoch: [1/5] Iters:[4510/10009] transplant_loss 1131.0358, rec_loss 0.0943, quant_error 1.8549,
Train Epoch: [1/5] Iters:[4520/10009] transplant_loss 1123.1385, rec_loss 0.0940, quant_error 1.8491,
Train Epoch: [1/5] Iters:[4530/10009] transplant_loss 1125.4707, rec_loss 0.0941, quant_error 1.8489,
Train Epoch: [1/5] Iters:[4540/10009] transplant_loss 1124.9080, rec_loss 0.0943, quant_error 1.8486,
Train Epoch: [1/5] Iters:[4550/10009] transplant_loss 1132.9951, rec_loss 0.0944, quant_error 1.8483,
Train Epoch: [1/5] Iters:[4560/10009] transplant_loss 1137.0133, rec_loss 0.0937, quant_error 1.8429,
Train Epoch: [1/5] Iters:[4570/10009] transplant_loss 1141.3622, rec_loss 0.0940, quant_error 1.8443,
Train Epoch: [1/5] Iters:[4580/10009] transplant_loss 1142.2349, rec_loss 0.0941, quant_error 1.8381,
Train Epoch: [1/5] Iters:[4590/10009] transplant_loss 1147.6416, rec_loss 0.0942, quant_error 1.8371,
Train Epoch: [1/5] Iters:[4600/10009] transplant_loss 1147.0662, rec_loss 0.0943, quant_error 1.8394,
Train Epoch: [1/5] Iters:[4610/10009] transplant_loss 1155.6921, rec_loss 0.0948, quant_error 1.8458,
Train Epoch: [1/5] Iters:[4620/10009] transplant_loss 1160.5053, rec_loss 0.0952, quant_error 1.8474,
Train Epoch: [1/5] Iters:[4630/10009] transplant_loss 1163.5868, rec_loss 0.0946, quant_error 1.8516,
Train Epoch: [1/5] Iters:[4640/10009] transplant_loss 1169.8308, rec_loss 0.0945, quant_error 1.8508,
Train Epoch: [1/5] Iters:[4650/10009] transplant_loss 1168.7617, rec_loss 0.0944, quant_error 1.8459,
Train Epoch: [1/5] Iters:[4660/10009] transplant_loss 1165.9704, rec_loss 0.0949, quant_error 1.8438,
Train Epoch: [1/5] Iters:[4670/10009] transplant_loss 1167.8229, rec_loss 0.0945, quant_error 1.8437,
Train Epoch: [1/5] Iters:[4680/10009] transplant_loss 1176.2566, rec_loss 0.0947, quant_error 1.8415,
Train Epoch: [1/5] Iters:[4690/10009] transplant_loss 1169.1066, rec_loss 0.0947, quant_error 1.8422,
Train Epoch: [1/5] Iters:[4700/10009] transplant_loss 1165.1603, rec_loss 0.0942, quant_error 1.8389,
Train Epoch: [1/5] Iters:[4710/10009] transplant_loss 1161.9100, rec_loss 0.0939, quant_error 1.8399,
Train Epoch: [1/5] Iters:[4720/10009] transplant_loss 1161.6237, rec_loss 0.0935, quant_error 1.8348,
Train Epoch: [1/5] Iters:[4730/10009] transplant_loss 1159.9454, rec_loss 0.0937, quant_error 1.8311,
