Train Epoch: [1/5] Iters:[2300/10009] transplant_loss 1.8669, rec_loss 0.0375, quant_error 0.2089,
Train Epoch: [1/5] Iters:[2310/10009] transplant_loss 1.8646, rec_loss 0.0375, quant_error 0.2087,
Train Epoch: [1/5] Iters:[2320/10009] transplant_loss 1.8661, rec_loss 0.0375, quant_error 0.2088,
Train Epoch: [1/5] Iters:[2330/10009] transplant_loss 1.8643, rec_loss 0.0371, quant_error 0.2086,
Train Epoch: [1/5] Iters:[2340/10009] transplant_loss 1.8616, rec_loss 0.0369, quant_error 0.2083,
Train Epoch: [1/5] Iters:[2350/10009] transplant_loss 1.8609, rec_loss 0.0367, quant_error 0.2082,
Train Epoch: [1/5] Iters:[2360/10009] transplant_loss 1.8612, rec_loss 0.0370, quant_error 0.2083,
Train Epoch: [1/5] Iters:[2370/10009] transplant_loss 1.8571, rec_loss 0.0373, quant_error 0.2078,
Train Epoch: [1/5] Iters:[2380/10009] transplant_loss 1.8520, rec_loss 0.0377, quant_error 0.2072,
Train Epoch: [1/5] Iters:[2390/10009] transplant_loss 1.8506, rec_loss 0.0375, quant_error 0.2071,
Train Epoch: [1/5] Iters:[2400/10009] transplant_loss 1.8500, rec_loss 0.0378, quant_error 0.2070,
Train Epoch: [1/5] Iters:[2410/10009] transplant_loss 1.8488, rec_loss 0.0378, quant_error 0.2069,
Train Epoch: [1/5] Iters:[2420/10009] transplant_loss 1.8469, rec_loss 0.0376, quant_error 0.2067,
Train Epoch: [1/5] Iters:[2430/10009] transplant_loss 1.8478, rec_loss 0.0376, quant_error 0.2068,
Train Epoch: [1/5] Iters:[2440/10009] transplant_loss 1.8463, rec_loss 0.0379, quant_error 0.2067,
Train Epoch: [1/5] Iters:[2450/10009] transplant_loss 1.8464, rec_loss 0.0378, quant_error 0.2067,
Train Epoch: [1/5] Iters:[2460/10009] transplant_loss 1.8479, rec_loss 0.0377, quant_error 0.2069,
Train Epoch: [1/5] Iters:[2470/10009] transplant_loss 1.8499, rec_loss 0.0378, quant_error 0.2071,
Train Epoch: [1/5] Iters:[2480/10009] transplant_loss 1.8495, rec_loss 0.0372, quant_error 0.2070,
Train Epoch: [1/5] Iters:[2490/10009] transplant_loss 1.8516, rec_loss 0.0367, quant_error 0.2072,
Train Epoch: [1/5] Iters:[2500/10009] transplant_loss 1.8510, rec_loss 0.0368, quant_error 0.2072,
Train Epoch: [1/5] Iters:[2510/10009] transplant_loss 1.8486, rec_loss 0.0367, quant_error 0.2069,
Train Epoch: [1/5] Iters:[2520/10009] transplant_loss 1.8459, rec_loss 0.0368, quant_error 0.2066,
Train Epoch: [1/5] Iters:[2530/10009] transplant_loss 1.8483, rec_loss 0.0375, quant_error 0.2069,
Train Epoch: [1/5] Iters:[2540/10009] transplant_loss 1.8480, rec_loss 0.0380, quant_error 0.2069,
Train Epoch: [1/5] Iters:[2550/10009] transplant_loss 1.8481, rec_loss 0.0381, quant_error 0.2069,
Train Epoch: [1/5] Iters:[2560/10009] transplant_loss 1.8494, rec_loss 0.0387, quant_error 0.2071,
Train Epoch: [1/5] Iters:[2570/10009] transplant_loss 1.8531, rec_loss 0.0388, quant_error 0.2076,
Train Epoch: [1/5] Iters:[2580/10009] transplant_loss 1.8524, rec_loss 0.0386, quant_error 0.2075,
Train Epoch: [1/5] Iters:[2590/10009] transplant_loss 1.8525, rec_loss 0.0385, quant_error 0.2075,
Train Epoch: [1/5] Iters:[2600/10009] transplant_loss 1.8551, rec_loss 0.0383, quant_error 0.2077,
Train Epoch: [1/5] Iters:[2610/10009] transplant_loss 1.8516, rec_loss 0.0375, quant_error 0.2073,
Train Epoch: [1/5] Iters:[2620/10009] transplant_loss 1.8473, rec_loss 0.0371, quant_error 0.2067,
Train Epoch: [1/5] Iters:[2630/10009] transplant_loss 1.8434, rec_loss 0.0370, quant_error 0.2063,
Train Epoch: [1/5] Iters:[2640/10009] transplant_loss 1.8415, rec_loss 0.0370, quant_error 0.2061,
Train Epoch: [1/5] Iters:[2650/10009] transplant_loss 1.8343, rec_loss 0.0371, quant_error 0.2053,
Train Epoch: [1/5] Iters:[2660/10009] transplant_loss 1.8347, rec_loss 0.0366, quant_error 0.2054,
Train Epoch: [1/5] Iters:[2670/10009] transplant_loss 1.8353, rec_loss 0.0370, quant_error 0.2055,
Train Epoch: [1/5] Iters:[2680/10009] transplant_loss 1.8364, rec_loss 0.0371, quant_error 0.2056,
Train Epoch: [1/5] Iters:[2690/10009] transplant_loss 1.8331, rec_loss 0.0370, quant_error 0.2052,
Train Epoch: [1/5] Iters:[2700/10009] transplant_loss 1.8331, rec_loss 0.0368, quant_error 0.2052,
Train Epoch: [1/5] Iters:[2710/10009] transplant_loss 1.8336, rec_loss 0.0375, quant_error 0.2053,
Train Epoch: [1/5] Iters:[2720/10009] transplant_loss 1.8313, rec_loss 0.0374, quant_error 0.2050,
Train Epoch: [1/5] Iters:[2730/10009] transplant_loss 1.8326, rec_loss 0.0369, quant_error 0.2051,
Train Epoch: [1/5] Iters:[2740/10009] transplant_loss 1.8338, rec_loss 0.0370, quant_error 0.2053,
Train Epoch: [1/5] Iters:[2750/10009] transplant_loss 1.8338, rec_loss 0.0377, quant_error 0.2052,
Train Epoch: [1/5] Iters:[2760/10009] transplant_loss 1.8325, rec_loss 0.0382, quant_error 0.2051,
Train Epoch: [1/5] Iters:[2770/10009] transplant_loss 1.8288, rec_loss 0.0377, quant_error 0.2047,
Train Epoch: [1/5] Iters:[2780/10009] transplant_loss 1.8246, rec_loss 0.0374, quant_error 0.2042,
Train Epoch: [1/5] Iters:[2790/10009] transplant_loss 1.8284, rec_loss 0.0376, quant_error 0.2047,
Train Epoch: [1/5] Iters:[2800/10009] transplant_loss 1.8267, rec_loss 0.0375, quant_error 0.2045,
Train Epoch: [1/5] Iters:[2810/10009] transplant_loss 1.8256, rec_loss 0.0372, quant_error 0.2044,
Train Epoch: [1/5] Iters:[2820/10009] transplant_loss 1.8303, rec_loss 0.0379, quant_error 0.2050,
Train Epoch: [1/5] Iters:[2830/10009] transplant_loss 1.8261, rec_loss 0.0383, quant_error 0.2045,
Train Epoch: [1/5] Iters:[2840/10009] transplant_loss 1.8190, rec_loss 0.0380, quant_error 0.2036,
Train Epoch: [1/5] Iters:[2850/10009] transplant_loss 1.8152, rec_loss 0.0374, quant_error 0.2032,
Train Epoch: [1/5] Iters:[2860/10009] transplant_loss 1.8132, rec_loss 0.0375, quant_error 0.2029,
Train Epoch: [1/5] Iters:[2870/10009] transplant_loss 1.8096, rec_loss 0.0372, quant_error 0.2025,
Train Epoch: [1/5] Iters:[2880/10009] transplant_loss 1.8113, rec_loss 0.0375, quant_error 0.2027,
Train Epoch: [1/5] Iters:[2890/10009] transplant_loss 1.8117, rec_loss 0.0376, quant_error 0.2028,
Train Epoch: [1/5] Iters:[2900/10009] transplant_loss 1.8126, rec_loss 0.0377, quant_error 0.2030,
Train Epoch: [1/5] Iters:[2910/10009] transplant_loss 1.8123, rec_loss 0.0373, quant_error 0.2029,
Train Epoch: [1/5] Iters:[2920/10009] transplant_loss 1.8122, rec_loss 0.0374, quant_error 0.2029,
Train Epoch: [1/5] Iters:[2930/10009] transplant_loss 1.8111, rec_loss 0.0370, quant_error 0.2027,
Train Epoch: [1/5] Iters:[2940/10009] transplant_loss 1.8093, rec_loss 0.0372, quant_error 0.2025,
Train Epoch: [1/5] Iters:[2950/10009] transplant_loss 1.8121, rec_loss 0.0372, quant_error 0.2028,
Train Epoch: [1/5] Iters:[2960/10009] transplant_loss 1.8097, rec_loss 0.0377, quant_error 0.2026,
Train Epoch: [1/5] Iters:[2970/10009] transplant_loss 1.8069, rec_loss 0.0378, quant_error 0.2023,
Train Epoch: [1/5] Iters:[2980/10009] transplant_loss 1.8064, rec_loss 0.0379, quant_error 0.2022,
Train Epoch: [1/5] Iters:[2990/10009] transplant_loss 1.8050, rec_loss 0.0377, quant_error 0.2021,
Train Epoch: [1/5] Iters:[3000/10009] transplant_loss 1.8022, rec_loss 0.0376, quant_error 0.2018,
Train Epoch: [1/5] Iters:[3010/10009] transplant_loss 1.7996, rec_loss 0.0370, quant_error 0.2014,
Train Epoch: [1/5] Iters:[3020/10009] transplant_loss 1.7990, rec_loss 0.0369, quant_error 0.2013,
Train Epoch: [1/5] Iters:[3030/10009] transplant_loss 1.7984, rec_loss 0.0375, quant_error 0.2013,
Train Epoch: [1/5] Iters:[3040/10009] transplant_loss 1.7977, rec_loss 0.0375, quant_error 0.2012,
Train Epoch: [1/5] Iters:[3050/10009] transplant_loss 1.7976, rec_loss 0.0370, quant_error 0.2013,
Train Epoch: [1/5] Iters:[3060/10009] transplant_loss 1.8010, rec_loss 0.0371, quant_error 0.2017,
Train Epoch: [1/5] Iters:[3070/10009] transplant_loss 1.8030, rec_loss 0.0368, quant_error 0.2019,
Train Epoch: [1/5] Iters:[3080/10009] transplant_loss 1.8036, rec_loss 0.0364, quant_error 0.2020,
Train Epoch: [1/5] Iters:[3090/10009] transplant_loss 1.8060, rec_loss 0.0364, quant_error 0.2023,
Train Epoch: [1/5] Iters:[3100/10009] transplant_loss 1.8077, rec_loss 0.0371, quant_error 0.2024,
Train Epoch: [1/5] Iters:[3110/10009] transplant_loss 1.8070, rec_loss 0.0373, quant_error 0.2023,
Train Epoch: [1/5] Iters:[3120/10009] transplant_loss 1.8056, rec_loss 0.0375, quant_error 0.2022,
Train Epoch: [1/5] Iters:[3130/10009] transplant_loss 1.8050, rec_loss 0.0374, quant_error 0.2021,
Train Epoch: [1/5] Iters:[3140/10009] transplant_loss 1.8024, rec_loss 0.0373, quant_error 0.2017,
Train Epoch: [1/5] Iters:[3150/10009] transplant_loss 1.7983, rec_loss 0.0370, quant_error 0.2013,
Train Epoch: [1/5] Iters:[3160/10009] transplant_loss 1.7997, rec_loss 0.0373, quant_error 0.2015,
Train Epoch: [1/5] Iters:[3170/10009] transplant_loss 1.7986, rec_loss 0.0369, quant_error 0.2014,
Train Epoch: [1/5] Iters:[3180/10009] transplant_loss 1.7973, rec_loss 0.0369, quant_error 0.2013,
Train Epoch: [1/5] Iters:[3190/10009] transplant_loss 1.7966, rec_loss 0.0370, quant_error 0.2012,
Train Epoch: [1/5] Iters:[3200/10009] transplant_loss 1.7995, rec_loss 0.0370, quant_error 0.2015,
Train Epoch: [1/5] Iters:[3210/10009] transplant_loss 1.7963, rec_loss 0.0364, quant_error 0.2011,
Train Epoch: [1/5] Iters:[3220/10009] transplant_loss 1.7917, rec_loss 0.0370, quant_error 0.2006,
Train Epoch: [1/5] Iters:[3230/10009] transplant_loss 1.7893, rec_loss 0.0364, quant_error 0.2003,
Train Epoch: [1/5] Iters:[3240/10009] transplant_loss 1.7862, rec_loss 0.0363, quant_error 0.2000,
Train Epoch: [1/5] Iters:[3250/10009] transplant_loss 1.7821, rec_loss 0.0370, quant_error 0.1995,
Train Epoch: [1/5] Iters:[3260/10009] transplant_loss 1.7791, rec_loss 0.0368, quant_error 0.1992,
Train Epoch: [1/5] Iters:[3270/10009] transplant_loss 1.7807, rec_loss 0.0364, quant_error 0.1994,
Train Epoch: [1/5] Iters:[3280/10009] transplant_loss 1.7834, rec_loss 0.0373, quant_error 0.1997,
Train Epoch: [1/5] Iters:[3290/10009] transplant_loss 1.7893, rec_loss 0.0378, quant_error 0.2004,
Train Epoch: [1/5] Iters:[3300/10009] transplant_loss 1.7913, rec_loss 0.0374, quant_error 0.2007,
Train Epoch: [1/5] Iters:[3310/10009] transplant_loss 1.7929, rec_loss 0.0380, quant_error 0.2008,
Train Epoch: [1/5] Iters:[3320/10009] transplant_loss 1.7922, rec_loss 0.0377, quant_error 0.2008,
Train Epoch: [1/5] Iters:[3330/10009] transplant_loss 1.7902, rec_loss 0.0371, quant_error 0.2005,
Train Epoch: [1/5] Iters:[3340/10009] transplant_loss 1.7881, rec_loss 0.0369, quant_error 0.2003,
Train Epoch: [1/5] Iters:[3350/10009] transplant_loss 1.7848, rec_loss 0.0368, quant_error 0.1999,
Train Epoch: [1/5] Iters:[3360/10009] transplant_loss 1.7846, rec_loss 0.0367, quant_error 0.1998,
Train Epoch: [1/5] Iters:[3370/10009] transplant_loss 1.7832, rec_loss 0.0375, quant_error 0.1997,
Train Epoch: [1/5] Iters:[3380/10009] transplant_loss 1.7805, rec_loss 0.0373, quant_error 0.1994,
Train Epoch: [1/5] Iters:[3390/10009] transplant_loss 1.7787, rec_loss 0.0371, quant_error 0.1992,
Train Epoch: [1/5] Iters:[3400/10009] transplant_loss 1.7752, rec_loss 0.0371, quant_error 0.1988,
Train Epoch: [1/5] Iters:[3410/10009] transplant_loss 1.7696, rec_loss 0.0369, quant_error 0.1982,
Train Epoch: [1/5] Iters:[3420/10009] transplant_loss 1.7701, rec_loss 0.0366, quant_error 0.1982,
Train Epoch: [1/5] Iters:[3430/10009] transplant_loss 1.7682, rec_loss 0.0364, quant_error 0.1980,
Train Epoch: [1/5] Iters:[3440/10009] transplant_loss 1.7648, rec_loss 0.0361, quant_error 0.1977,
Train Epoch: [1/5] Iters:[3450/10009] transplant_loss 1.7670, rec_loss 0.0362, quant_error 0.1979,
Train Epoch: [1/5] Iters:[3460/10009] transplant_loss 1.7694, rec_loss 0.0361, quant_error 0.1982,
Train Epoch: [1/5] Iters:[3470/10009] transplant_loss 1.7679, rec_loss 0.0363, quant_error 0.1981,
Train Epoch: [1/5] Iters:[3480/10009] transplant_loss 1.7657, rec_loss 0.0366, quant_error 0.1978,
Train Epoch: [1/5] Iters:[3490/10009] transplant_loss 1.7674, rec_loss 0.0366, quant_error 0.1980,
Train Epoch: [1/5] Iters:[3500/10009] transplant_loss 1.7641, rec_loss 0.0365, quant_error 0.1976,
Train Epoch: [1/5] Iters:[3510/10009] transplant_loss 1.7605, rec_loss 0.0368, quant_error 0.1972,
Train Epoch: [1/5] Iters:[3520/10009] transplant_loss 1.7588, rec_loss 0.0372, quant_error 0.1970,
Train Epoch: [1/5] Iters:[3530/10009] transplant_loss 1.7615, rec_loss 0.0369, quant_error 0.1973,
Train Epoch: [1/5] Iters:[3540/10009] transplant_loss 1.7596, rec_loss 0.0374, quant_error 0.1971,
Train Epoch: [1/5] Iters:[3550/10009] transplant_loss 1.7583, rec_loss 0.0377, quant_error 0.1969,
Train Epoch: [1/5] Iters:[3560/10009] transplant_loss 1.7609, rec_loss 0.0379, quant_error 0.1972,
Train Epoch: [1/5] Iters:[3570/10009] transplant_loss 1.7625, rec_loss 0.0379, quant_error 0.1975,
Train Epoch: [1/5] Iters:[3580/10009] transplant_loss 1.7637, rec_loss 0.0385, quant_error 0.1976,
Train Epoch: [1/5] Iters:[3590/10009] transplant_loss 1.7595, rec_loss 0.0383, quant_error 0.1971,
Train Epoch: [1/5] Iters:[3600/10009] transplant_loss 1.7591, rec_loss 0.0381, quant_error 0.1971,
Train Epoch: [1/5] Iters:[3610/10009] transplant_loss 1.7562, rec_loss 0.0374, quant_error 0.1968,
Train Epoch: [1/5] Iters:[3620/10009] transplant_loss 1.7555, rec_loss 0.0370, quant_error 0.1967,
Train Epoch: [1/5] Iters:[3630/10009] transplant_loss 1.7507, rec_loss 0.0374, quant_error 0.1961,
Train Epoch: [1/5] Iters:[3640/10009] transplant_loss 1.7515, rec_loss 0.0370, quant_error 0.1962,
Train Epoch: [1/5] Iters:[3650/10009] transplant_loss 1.7518, rec_loss 0.0372, quant_error 0.1963,
Train Epoch: [1/5] Iters:[3660/10009] transplant_loss 1.7513, rec_loss 0.0375, quant_error 0.1963,
Train Epoch: [1/5] Iters:[3670/10009] transplant_loss 1.7469, rec_loss 0.0371, quant_error 0.1958,
Train Epoch: [1/5] Iters:[3680/10009] transplant_loss 1.7473, rec_loss 0.0371, quant_error 0.1959,
Train Epoch: [1/5] Iters:[3690/10009] transplant_loss 1.7476, rec_loss 0.0376, quant_error 0.1959,
Train Epoch: [1/5] Iters:[3700/10009] transplant_loss 1.7460, rec_loss 0.0375, quant_error 0.1957,
Train Epoch: [1/5] Iters:[3710/10009] transplant_loss 1.7445, rec_loss 0.0373, quant_error 0.1955,
Train Epoch: [1/5] Iters:[3720/10009] transplant_loss 1.7440, rec_loss 0.0373, quant_error 0.1955,
Train Epoch: [1/5] Iters:[3730/10009] transplant_loss 1.7425, rec_loss 0.0369, quant_error 0.1953,
Train Epoch: [1/5] Iters:[3740/10009] transplant_loss 1.7402, rec_loss 0.0369, quant_error 0.1950,
Train Epoch: [1/5] Iters:[3750/10009] transplant_loss 1.7398, rec_loss 0.0367, quant_error 0.1950,
Train Epoch: [1/5] Iters:[3760/10009] transplant_loss 1.7396, rec_loss 0.0367, quant_error 0.1950,
Train Epoch: [1/5] Iters:[3770/10009] transplant_loss 1.7429, rec_loss 0.0374, quant_error 0.1953,
Train Epoch: [1/5] Iters:[3780/10009] transplant_loss 1.7407, rec_loss 0.0370, quant_error 0.1951,
Train Epoch: [1/5] Iters:[3790/10009] transplant_loss 1.7402, rec_loss 0.0367, quant_error 0.1951,
Train Epoch: [1/5] Iters:[3800/10009] transplant_loss 1.7377, rec_loss 0.0369, quant_error 0.1948,
Train Epoch: [1/5] Iters:[3810/10009] transplant_loss 1.7377, rec_loss 0.0369, quant_error 0.1947,
Train Epoch: [1/5] Iters:[3820/10009] transplant_loss 1.7356, rec_loss 0.0366, quant_error 0.1945,
Train Epoch: [1/5] Iters:[3830/10009] transplant_loss 1.7349, rec_loss 0.0363, quant_error 0.1944,
Train Epoch: [1/5] Iters:[3840/10009] transplant_loss 1.7354, rec_loss 0.0366, quant_error 0.1945,
Train Epoch: [1/5] Iters:[3850/10009] transplant_loss 1.7366, rec_loss 0.0359, quant_error 0.1946,
Train Epoch: [1/5] Iters:[3860/10009] transplant_loss 1.7385, rec_loss 0.0362, quant_error 0.1949,
Train Epoch: [1/5] Iters:[3870/10009] transplant_loss 1.7367, rec_loss 0.0363, quant_error 0.1946,
Train Epoch: [1/5] Iters:[3880/10009] transplant_loss 1.7395, rec_loss 0.0367, quant_error 0.1950,
Train Epoch: [1/5] Iters:[3890/10009] transplant_loss 1.7390, rec_loss 0.0366, quant_error 0.1949,
Train Epoch: [1/5] Iters:[3900/10009] transplant_loss 1.7390, rec_loss 0.0371, quant_error 0.1949,
Train Epoch: [1/5] Iters:[3910/10009] transplant_loss 1.7364, rec_loss 0.0371, quant_error 0.1946,
Train Epoch: [1/5] Iters:[3920/10009] transplant_loss 1.7388, rec_loss 0.0364, quant_error 0.1948,
Train Epoch: [1/5] Iters:[3930/10009] transplant_loss 1.7388, rec_loss 0.0368, quant_error 0.1948,
Train Epoch: [1/5] Iters:[3940/10009] transplant_loss 1.7377, rec_loss 0.0367, quant_error 0.1947,
Train Epoch: [1/5] Iters:[3950/10009] transplant_loss 1.7385, rec_loss 0.0369, quant_error 0.1949,
Train Epoch: [1/5] Iters:[3960/10009] transplant_loss 1.7406, rec_loss 0.0365, quant_error 0.1951,
Train Epoch: [1/5] Iters:[3970/10009] transplant_loss 1.7385, rec_loss 0.0371, quant_error 0.1949,
Train Epoch: [1/5] Iters:[3980/10009] transplant_loss 1.7353, rec_loss 0.0369, quant_error 0.1946,
Train Epoch: [1/5] Iters:[3990/10009] transplant_loss 1.7326, rec_loss 0.0370, quant_error 0.1943,
Train Epoch: [1/5] Iters:[4000/10009] transplant_loss 1.7261, rec_loss 0.0369, quant_error 0.1935,
Train Epoch: [1/5] Iters:[4010/10009] transplant_loss 1.7186, rec_loss 0.0371, quant_error 0.1926,
Train Epoch: [1/5] Iters:[4020/10009] transplant_loss 1.7117, rec_loss 0.0365, quant_error 0.1919,
Train Epoch: [1/5] Iters:[4030/10009] transplant_loss 1.7101, rec_loss 0.0361, quant_error 0.1916,
Train Epoch: [1/5] Iters:[4040/10009] transplant_loss 1.7089, rec_loss 0.0362, quant_error 0.1915,
Train Epoch: [1/5] Iters:[4050/10009] transplant_loss 1.7103, rec_loss 0.0358, quant_error 0.1917,
Train Epoch: [1/5] Iters:[4060/10009] transplant_loss 1.7132, rec_loss 0.0360, quant_error 0.1921,
Train Epoch: [1/5] Iters:[4070/10009] transplant_loss 1.7168, rec_loss 0.0362, quant_error 0.1925,
Train Epoch: [1/5] Iters:[4080/10009] transplant_loss 1.7208, rec_loss 0.0366, quant_error 0.1930,
Train Epoch: [1/5] Iters:[4090/10009] transplant_loss 1.7244, rec_loss 0.0362, quant_error 0.1934,
Train Epoch: [1/5] Iters:[4100/10009] transplant_loss 1.7245, rec_loss 0.0370, quant_error 0.1934,
Train Epoch: [1/5] Iters:[4110/10009] transplant_loss 1.7213, rec_loss 0.0366, quant_error 0.1931,
Train Epoch: [1/5] Iters:[4120/10009] transplant_loss 1.7199, rec_loss 0.0370, quant_error 0.1929,
Train Epoch: [1/5] Iters:[4130/10009] transplant_loss 1.7173, rec_loss 0.0369, quant_error 0.1926,
Train Epoch: [1/5] Iters:[4140/10009] transplant_loss 1.7138, rec_loss 0.0367, quant_error 0.1922,
Train Epoch: [1/5] Iters:[4150/10009] transplant_loss 1.7127, rec_loss 0.0359, quant_error 0.1920,
Train Epoch: [1/5] Iters:[4160/10009] transplant_loss 1.7118, rec_loss 0.0358, quant_error 0.1919,
Train Epoch: [1/5] Iters:[4170/10009] transplant_loss 1.7123, rec_loss 0.0359, quant_error 0.1920,
Train Epoch: [1/5] Iters:[4180/10009] transplant_loss 1.7101, rec_loss 0.0360, quant_error 0.1918,
Train Epoch: [1/5] Iters:[4190/10009] transplant_loss 1.7090, rec_loss 0.0362, quant_error 0.1916,
Train Epoch: [1/5] Iters:[4200/10009] transplant_loss 1.7092, rec_loss 0.0364, quant_error 0.1917,
Train Epoch: [1/5] Iters:[4210/10009] transplant_loss 1.7120, rec_loss 0.0364, quant_error 0.1920,
Train Epoch: [1/5] Iters:[4220/10009] transplant_loss 1.7114, rec_loss 0.0361, quant_error 0.1919,
Train Epoch: [1/5] Iters:[4230/10009] transplant_loss 1.7093, rec_loss 0.0361, quant_error 0.1917,
Train Epoch: [1/5] Iters:[4240/10009] transplant_loss 1.7077, rec_loss 0.0359, quant_error 0.1915,
Train Epoch: [1/5] Iters:[4250/10009] transplant_loss 1.7076, rec_loss 0.0361, quant_error 0.1915,
Train Epoch: [1/5] Iters:[4260/10009] transplant_loss 1.7065, rec_loss 0.0366, quant_error 0.1914,
Train Epoch: [1/5] Iters:[4270/10009] transplant_loss 1.7062, rec_loss 0.0365, quant_error 0.1914,
Train Epoch: [1/5] Iters:[4280/10009] transplant_loss 1.7055, rec_loss 0.0363, quant_error 0.1913,
Train Epoch: [1/5] Iters:[4290/10009] transplant_loss 1.7054, rec_loss 0.0362, quant_error 0.1913,
Train Epoch: [1/5] Iters:[4300/10009] transplant_loss 1.7023, rec_loss 0.0359, quant_error 0.1909,
Train Epoch: [1/5] Iters:[4310/10009] transplant_loss 1.6977, rec_loss 0.0355, quant_error 0.1904,
Train Epoch: [1/5] Iters:[4320/10009] transplant_loss 1.6977, rec_loss 0.0357, quant_error 0.1905,
Train Epoch: [1/5] Iters:[4330/10009] transplant_loss 1.6972, rec_loss 0.0361, quant_error 0.1904,
Train Epoch: [1/5] Iters:[4340/10009] transplant_loss 1.6979, rec_loss 0.0361, quant_error 0.1905,
Train Epoch: [1/5] Iters:[4350/10009] transplant_loss 1.6968, rec_loss 0.0365, quant_error 0.1904,
Train Epoch: [1/5] Iters:[4360/10009] transplant_loss 1.6984, rec_loss 0.0367, quant_error 0.1906,
Train Epoch: [1/5] Iters:[4370/10009] transplant_loss 1.6931, rec_loss 0.0364, quant_error 0.1900,
Train Epoch: [1/5] Iters:[4380/10009] transplant_loss 1.6940, rec_loss 0.0362, quant_error 0.1900,
Train Epoch: [1/5] Iters:[4390/10009] transplant_loss 1.6904, rec_loss 0.0365, quant_error 0.1896,
Train Epoch: [1/5] Iters:[4400/10009] transplant_loss 1.6917, rec_loss 0.0364, quant_error 0.1898,
Train Epoch: [1/5] Iters:[4410/10009] transplant_loss 1.6909, rec_loss 0.0363, quant_error 0.1897,
Train Epoch: [1/5] Iters:[4420/10009] transplant_loss 1.6919, rec_loss 0.0363, quant_error 0.1898,
Train Epoch: [1/5] Iters:[4430/10009] transplant_loss 1.6918, rec_loss 0.0359, quant_error 0.1898,
Train Epoch: [1/5] Iters:[4440/10009] transplant_loss 1.6938, rec_loss 0.0358, quant_error 0.1900,
Train Epoch: [1/5] Iters:[4450/10009] transplant_loss 1.6934, rec_loss 0.0358, quant_error 0.1900,
Train Epoch: [1/5] Iters:[4460/10009] transplant_loss 1.6922, rec_loss 0.0356, quant_error 0.1899,
Train Epoch: [1/5] Iters:[4470/10009] transplant_loss 1.6931, rec_loss 0.0359, quant_error 0.1899,
Train Epoch: [1/5] Iters:[4480/10009] transplant_loss 1.6914, rec_loss 0.0362, quant_error 0.1897,
Train Epoch: [1/5] Iters:[4490/10009] transplant_loss 1.6903, rec_loss 0.0363, quant_error 0.1896,
Train Epoch: [1/5] Iters:[4500/10009] transplant_loss 1.6884, rec_loss 0.0366, quant_error 0.1894,
Train Epoch: [1/5] Iters:[4510/10009] transplant_loss 1.6883, rec_loss 0.0371, quant_error 0.1893,
Train Epoch: [1/5] Iters:[4520/10009] transplant_loss 1.6857, rec_loss 0.0368, quant_error 0.1891,
Train Epoch: [1/5] Iters:[4530/10009] transplant_loss 1.6838, rec_loss 0.0367, quant_error 0.1889,
Train Epoch: [1/5] Iters:[4540/10009] transplant_loss 1.6819, rec_loss 0.0367, quant_error 0.1886,
Train Epoch: [1/5] Iters:[4550/10009] transplant_loss 1.6819, rec_loss 0.0365, quant_error 0.1886,
Train Epoch: [1/5] Iters:[4560/10009] transplant_loss 1.6810, rec_loss 0.0359, quant_error 0.1885,
Train Epoch: [1/5] Iters:[4570/10009] transplant_loss 1.6814, rec_loss 0.0362, quant_error 0.1886,
Train Epoch: [1/5] Iters:[4580/10009] transplant_loss 1.6794, rec_loss 0.0367, quant_error 0.1885,
Train Epoch: [1/5] Iters:[4590/10009] transplant_loss 1.6786, rec_loss 0.0368, quant_error 0.1884,
Train Epoch: [1/5] Iters:[4600/10009] transplant_loss 1.6779, rec_loss 0.0368, quant_error 0.1884,
Train Epoch: [1/5] Iters:[4610/10009] transplant_loss 1.6794, rec_loss 0.0369, quant_error 0.1885,
Train Epoch: [1/5] Iters:[4620/10009] transplant_loss 1.6798, rec_loss 0.0369, quant_error 0.1886,
Train Epoch: [1/5] Iters:[4630/10009] transplant_loss 1.6820, rec_loss 0.0363, quant_error 0.1888,
Train Epoch: [1/5] Iters:[4640/10009] transplant_loss 1.6832, rec_loss 0.0364, quant_error 0.1889,
Train Epoch: [1/5] Iters:[4650/10009] transplant_loss 1.6820, rec_loss 0.0365, quant_error 0.1888,
Train Epoch: [1/5] Iters:[4660/10009] transplant_loss 1.6793, rec_loss 0.0370, quant_error 0.1885,
Train Epoch: [1/5] Iters:[4670/10009] transplant_loss 1.6807, rec_loss 0.0370, quant_error 0.1886,
Train Epoch: [1/5] Iters:[4680/10009] transplant_loss 1.6802, rec_loss 0.0372, quant_error 0.1886,
Train Epoch: [1/5] Iters:[4690/10009] transplant_loss 1.6797, rec_loss 0.0370, quant_error 0.1885,
Train Epoch: [1/5] Iters:[4700/10009] transplant_loss 1.6794, rec_loss 0.0367, quant_error 0.1884,
Train Epoch: [1/5] Iters:[4710/10009] transplant_loss 1.6776, rec_loss 0.0363, quant_error 0.1883,
Train Epoch: [1/5] Iters:[4720/10009] transplant_loss 1.6716, rec_loss 0.0362, quant_error 0.1876,
Train Epoch: [1/5] Iters:[4730/10009] transplant_loss 1.6670, rec_loss 0.0362, quant_error 0.1871,
Train Epoch: [1/5] Iters:[4740/10009] transplant_loss 1.6647, rec_loss 0.0364, quant_error 0.1868,
