dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 8
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8
max_patch_size: 8
codebook_size: 16384
codebook_dim: 8
project_dim: 16
pq: 1
L: 4
alpha: 1.0
beta: 1.0
gamma: 0.5
disc_weight: 0.2
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: False
transplant_epochs: 5
refinement_epochs: 5
eval_epochs: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 0.0001
stage: transplant
checkpoint_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/checkpoint/Transplant/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/results/Transplant/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/saver/Transplant/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/reconstruction/Transplant/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/yaml/Transplant/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/VQ-Transplant/pretrained_tokenizer/dc-ae-f32c32-sana-1.0.safetensors
checkpoint_name: 
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 1
batch_size: 64
ms_token_size: (1, 2, 3, 4, 5, 6, 8)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/checkpoint/
data_pre: ImageNet
model_pre: model_16384_8_1
loss_pre: loss_1.0_1.0_0.5_0.2
training_pre: wasserstein_vq_transplant_False
saver_name_pre: wasserstein_vq_transplant_False_ImageNet_model_16384_8_1_loss_1.0_1.0_0.5_0.2
| distributed init (rank 0): env://
VQ Model Parameters: 312250275
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000100
Train Epoch: [1/5] Iters:[1640/20018] transplant_loss 6.2910, rec_loss 0.0521, quant_error 0.4426,
Train Epoch: [1/5] Iters:[1650/20018] transplant_loss 6.3321, rec_loss 0.0520, quant_error 0.4447,
Train Epoch: [1/5] Iters:[1660/20018] transplant_loss 6.3143, rec_loss 0.0511, quant_error 0.4433,
Train Epoch: [1/5] Iters:[1670/20018] transplant_loss 6.2895, rec_loss 0.0508, quant_error 0.4421,
Train Epoch: [1/5] Iters:[1680/20018] transplant_loss 6.2947, rec_loss 0.0506, quant_error 0.4421,
Train Epoch: [1/5] Iters:[1690/20018] transplant_loss 6.3077, rec_loss 0.0509, quant_error 0.4429,
Train Epoch: [1/5] Iters:[1700/20018] transplant_loss 6.2669, rec_loss 0.0502, quant_error 0.4404,
Train Epoch: [1/5] Iters:[1710/20018] transplant_loss 6.2789, rec_loss 0.0509, quant_error 0.4415,
Train Epoch: [1/5] Iters:[1720/20018] transplant_loss 6.2879, rec_loss 0.0511, quant_error 0.4420,
Train Epoch: [1/5] Iters:[1730/20018] transplant_loss 6.2761, rec_loss 0.0511, quant_error 0.4415,
Train Epoch: [1/5] Iters:[1740/20018] transplant_loss 6.2764, rec_loss 0.0511, quant_error 0.4411,
Train Epoch: [1/5] Iters:[1750/20018] transplant_loss 6.2857, rec_loss 0.0518, quant_error 0.4416,
Train Epoch: [1/5] Iters:[1760/20018] transplant_loss 6.2781, rec_loss 0.0512, quant_error 0.4407,
Train Epoch: [1/5] Iters:[1770/20018] transplant_loss 6.2744, rec_loss 0.0512, quant_error 0.4402,
Train Epoch: [1/5] Iters:[1780/20018] transplant_loss 6.2930, rec_loss 0.0514, quant_error 0.4410,
Train Epoch: [1/5] Iters:[1790/20018] transplant_loss 6.2841, rec_loss 0.0511, quant_error 0.4406,
Train Epoch: [1/5] Iters:[1800/20018] transplant_loss 6.2564, rec_loss 0.0507, quant_error 0.4386,
Train Epoch: [1/5] Iters:[1810/20018] transplant_loss 6.2759, rec_loss 0.0512, quant_error 0.4398,
Train Epoch: [1/5] Iters:[1820/20018] transplant_loss 6.2514, rec_loss 0.0506, quant_error 0.4379,
Train Epoch: [1/5] Iters:[1830/20018] transplant_loss 6.2463, rec_loss 0.0509, quant_error 0.4374,
Train Epoch: [1/5] Iters:[1840/20018] transplant_loss 6.2550, rec_loss 0.0515, quant_error 0.4377,
Train Epoch: [1/5] Iters:[1850/20018] transplant_loss 6.2775, rec_loss 0.0520, quant_error 0.4390,
Train Epoch: [1/5] Iters:[1860/20018] transplant_loss 6.2610, rec_loss 0.0518, quant_error 0.4382,
Train Epoch: [1/5] Iters:[1870/20018] transplant_loss 6.2683, rec_loss 0.0525, quant_error 0.4388,
Train Epoch: [1/5] Iters:[1880/20018] transplant_loss 6.2607, rec_loss 0.0520, quant_error 0.4384,
Train Epoch: [1/5] Iters:[1890/20018] transplant_loss 6.2421, rec_loss 0.0518, quant_error 0.4374,
Train Epoch: [1/5] Iters:[1900/20018] transplant_loss 6.2603, rec_loss 0.0513, quant_error 0.4384,
Train Epoch: [1/5] Iters:[1910/20018] transplant_loss 6.2589, rec_loss 0.0515, quant_error 0.4383,
Train Epoch: [1/5] Iters:[1920/20018] transplant_loss 6.2563, rec_loss 0.0516, quant_error 0.4378,
Train Epoch: [1/5] Iters:[1930/20018] transplant_loss 6.2629, rec_loss 0.0518, quant_error 0.4382,
Train Epoch: [1/5] Iters:[1940/20018] transplant_loss 6.2655, rec_loss 0.0519, quant_error 0.4372,
Train Epoch: [1/5] Iters:[1950/20018] transplant_loss 6.2423, rec_loss 0.0514, quant_error 0.4356,
Train Epoch: [1/5] Iters:[1960/20018] transplant_loss 6.2417, rec_loss 0.0515, quant_error 0.4353,
Train Epoch: [1/5] Iters:[1970/20018] transplant_loss 6.2656, rec_loss 0.0517, quant_error 0.4369,
Train Epoch: [1/5] Iters:[1980/20018] transplant_loss 6.2754, rec_loss 0.0518, quant_error 0.4371,
Train Epoch: [1/5] Iters:[1990/20018] transplant_loss 6.2657, rec_loss 0.0516, quant_error 0.4377,
Train Epoch: [1/5] Iters:[2000/20018] transplant_loss 6.2849, rec_loss 0.0528, quant_error 0.4395,
Train Epoch: [1/5] Iters:[2010/20018] transplant_loss 6.2768, rec_loss 0.0528, quant_error 0.4389,
Train Epoch: [1/5] Iters:[2020/20018] transplant_loss 6.2540, rec_loss 0.0521, quant_error 0.4369,
Train Epoch: [1/5] Iters:[2030/20018] transplant_loss 6.2234, rec_loss 0.0520, quant_error 0.4351,
Train Epoch: [1/5] Iters:[2040/20018] transplant_loss 6.2310, rec_loss 0.0514, quant_error 0.4351,
Train Epoch: [1/5] Iters:[2050/20018] transplant_loss 6.1898, rec_loss 0.0505, quant_error 0.4319,
Train Epoch: [1/5] Iters:[2060/20018] transplant_loss 6.1844, rec_loss 0.0498, quant_error 0.4311,
Train Epoch: [1/5] Iters:[2070/20018] transplant_loss 6.1733, rec_loss 0.0497, quant_error 0.4306,
Train Epoch: [1/5] Iters:[2080/20018] transplant_loss 6.1718, rec_loss 0.0495, quant_error 0.4307,
Train Epoch: [1/5] Iters:[2090/20018] transplant_loss 6.1482, rec_loss 0.0502, quant_error 0.4290,
Train Epoch: [1/5] Iters:[2100/20018] transplant_loss 6.1544, rec_loss 0.0508, quant_error 0.4290,
Train Epoch: [1/5] Iters:[2110/20018] transplant_loss 6.1722, rec_loss 0.0518, quant_error 0.4302,
Train Epoch: [1/5] Iters:[2120/20018] transplant_loss 6.1751, rec_loss 0.0523, quant_error 0.4304,
Train Epoch: [1/5] Iters:[2130/20018] transplant_loss 6.1714, rec_loss 0.0524, quant_error 0.4301,
Train Epoch: [1/5] Iters:[2140/20018] transplant_loss 6.2000, rec_loss 0.0528, quant_error 0.4318,
Train Epoch: [1/5] Iters:[2150/20018] transplant_loss 6.1942, rec_loss 0.0525, quant_error 0.4318,
Train Epoch: [1/5] Iters:[2160/20018] transplant_loss 6.1796, rec_loss 0.0518, quant_error 0.4310,
Train Epoch: [1/5] Iters:[2170/20018] transplant_loss 6.1923, rec_loss 0.0517, quant_error 0.4318,
Train Epoch: [1/5] Iters:[2180/20018] transplant_loss 6.2196, rec_loss 0.0517, quant_error 0.4326,
Train Epoch: [1/5] Iters:[2190/20018] transplant_loss 6.2256, rec_loss 0.0508, quant_error 0.4323,
Train Epoch: [1/5] Iters:[2200/20018] transplant_loss 6.2458, rec_loss 0.0510, quant_error 0.4329,
Train Epoch: [1/5] Iters:[2210/20018] transplant_loss 6.2537, rec_loss 0.0505, quant_error 0.4325,
Train Epoch: [1/5] Iters:[2220/20018] transplant_loss 6.2388, rec_loss 0.0503, quant_error 0.4312,
Train Epoch: [1/5] Iters:[2230/20018] transplant_loss 6.1929, rec_loss 0.0497, quant_error 0.4288,
Train Epoch: [1/5] Iters:[2240/20018] transplant_loss 6.1645, rec_loss 0.0501, quant_error 0.4271,
Train Epoch: [1/5] Iters:[2250/20018] transplant_loss 6.1426, rec_loss 0.0501, quant_error 0.4261,
Train Epoch: [1/5] Iters:[2260/20018] transplant_loss 6.1273, rec_loss 0.0509, quant_error 0.4258,
Train Epoch: [1/5] Iters:[2270/20018] transplant_loss 6.1439, rec_loss 0.0509, quant_error 0.4269,
Train Epoch: [1/5] Iters:[2280/20018] transplant_loss 6.1666, rec_loss 0.0510, quant_error 0.4286,
Train Epoch: [1/5] Iters:[2290/20018] transplant_loss 6.1519, rec_loss 0.0507, quant_error 0.4283,
Train Epoch: [1/5] Iters:[2300/20018] transplant_loss 6.1388, rec_loss 0.0501, quant_error 0.4276,
Train Epoch: [1/5] Iters:[2310/20018] transplant_loss 6.1225, rec_loss 0.0492, quant_error 0.4263,
Train Epoch: [1/5] Iters:[2320/20018] transplant_loss 6.0876, rec_loss 0.0488, quant_error 0.4240,
Train Epoch: [1/5] Iters:[2330/20018] transplant_loss 6.0755, rec_loss 0.0485, quant_error 0.4226,
Train Epoch: [1/5] Iters:[2340/20018] transplant_loss 6.0785, rec_loss 0.0484, quant_error 0.4222,
Train Epoch: [1/5] Iters:[2350/20018] transplant_loss 6.0863, rec_loss 0.0488, quant_error 0.4226,
Train Epoch: [1/5] Iters:[2360/20018] transplant_loss 6.1221, rec_loss 0.0499, quant_error 0.4248,
Train Epoch: [1/5] Iters:[2370/20018] transplant_loss 6.1287, rec_loss 0.0502, quant_error 0.4248,
Train Epoch: [1/5] Iters:[2380/20018] transplant_loss 6.1190, rec_loss 0.0502, quant_error 0.4243,
Train Epoch: [1/5] Iters:[2390/20018] transplant_loss 6.1193, rec_loss 0.0507, quant_error 0.4247,
Train Epoch: [1/5] Iters:[2400/20018] transplant_loss 6.1112, rec_loss 0.0500, quant_error 0.4235,
Train Epoch: [1/5] Iters:[2410/20018] transplant_loss 6.0824, rec_loss 0.0497, quant_error 0.4214,
Train Epoch: [1/5] Iters:[2420/20018] transplant_loss 6.1128, rec_loss 0.0498, quant_error 0.4232,
Train Epoch: [1/5] Iters:[2430/20018] transplant_loss 6.1207, rec_loss 0.0499, quant_error 0.4236,
Train Epoch: [1/5] Iters:[2440/20018] transplant_loss 6.1158, rec_loss 0.0496, quant_error 0.4229,
Train Epoch: [1/5] Iters:[2450/20018] transplant_loss 6.1295, rec_loss 0.0501, quant_error 0.4243,
Train Epoch: [1/5] Iters:[2460/20018] transplant_loss 6.1305, rec_loss 0.0503, quant_error 0.4244,
Train Epoch: [1/5] Iters:[2470/20018] transplant_loss 6.0992, rec_loss 0.0502, quant_error 0.4226,
Train Epoch: [1/5] Iters:[2480/20018] transplant_loss 6.0974, rec_loss 0.0506, quant_error 0.4223,
Train Epoch: [1/5] Iters:[2490/20018] transplant_loss 6.1065, rec_loss 0.0501, quant_error 0.4229,
Train Epoch: [1/5] Iters:[2500/20018] transplant_loss 6.1286, rec_loss 0.0502, quant_error 0.4241,
Train Epoch: [1/5] Iters:[2510/20018] transplant_loss 6.1234, rec_loss 0.0498, quant_error 0.4239,
Train Epoch: [1/5] Iters:[2520/20018] transplant_loss 6.1320, rec_loss 0.0495, quant_error 0.4248,
Train Epoch: [1/5] Iters:[2530/20018] transplant_loss 6.1303, rec_loss 0.0490, quant_error 0.4250,
Train Epoch: [1/5] Iters:[2540/20018] transplant_loss 6.1233, rec_loss 0.0495, quant_error 0.4250,
Train Epoch: [1/5] Iters:[2550/20018] transplant_loss 6.0807, rec_loss 0.0489, quant_error 0.4224,
Train Epoch: [1/5] Iters:[2560/20018] transplant_loss 6.0883, rec_loss 0.0487, quant_error 0.4223,
Train Epoch: [1/5] Iters:[2570/20018] transplant_loss 6.0771, rec_loss 0.0489, quant_error 0.4211,
Train Epoch: [1/5] Iters:[2580/20018] transplant_loss 6.0601, rec_loss 0.0486, quant_error 0.4197,
Train Epoch: [1/5] Iters:[2590/20018] transplant_loss 6.0692, rec_loss 0.0490, quant_error 0.4200,
Train Epoch: [1/5] Iters:[2600/20018] transplant_loss 6.0900, rec_loss 0.0493, quant_error 0.4210,
Train Epoch: [1/5] Iters:[2610/20018] transplant_loss 6.0766, rec_loss 0.0492, quant_error 0.4206,
Train Epoch: [1/5] Iters:[2620/20018] transplant_loss 6.0710, rec_loss 0.0488, quant_error 0.4205,
Train Epoch: [1/5] Iters:[2630/20018] transplant_loss 6.1015, rec_loss 0.0491, quant_error 0.4228,
Train Epoch: [1/5] Iters:[2640/20018] transplant_loss 6.1029, rec_loss 0.0486, quant_error 0.4230,
Train Epoch: [1/5] Iters:[2650/20018] transplant_loss 6.1098, rec_loss 0.0490, quant_error 0.4237,
Train Epoch: [1/5] Iters:[2660/20018] transplant_loss 6.1152, rec_loss 0.0493, quant_error 0.4241,
Train Epoch: [1/5] Iters:[2670/20018] transplant_loss 6.1037, rec_loss 0.0497, quant_error 0.4230,
Train Epoch: [1/5] Iters:[2680/20018] transplant_loss 6.0831, rec_loss 0.0496, quant_error 0.4215,
Train Epoch: [1/5] Iters:[2690/20018] transplant_loss 6.1005, rec_loss 0.0496, quant_error 0.4223,
Train Epoch: [1/5] Iters:[2700/20018] transplant_loss 6.0591, rec_loss 0.0489, quant_error 0.4192,
Train Epoch: [1/5] Iters:[2710/20018] transplant_loss 6.0530, rec_loss 0.0488, quant_error 0.4184,
Train Epoch: [1/5] Iters:[2720/20018] transplant_loss 6.0544, rec_loss 0.0486, quant_error 0.4184,
Train Epoch: [1/5] Iters:[2730/20018] transplant_loss 6.0591, rec_loss 0.0486, quant_error 0.4185,
Train Epoch: [1/5] Iters:[2740/20018] transplant_loss 6.0388, rec_loss 0.0486, quant_error 0.4170,
Train Epoch: [1/5] Iters:[2750/20018] transplant_loss 6.0549, rec_loss 0.0494, quant_error 0.4184,
Train Epoch: [1/5] Iters:[2760/20018] transplant_loss 6.0489, rec_loss 0.0494, quant_error 0.4179,
Train Epoch: [1/5] Iters:[2770/20018] transplant_loss 6.0496, rec_loss 0.0492, quant_error 0.4179,
Train Epoch: [1/5] Iters:[2780/20018] transplant_loss 6.0590, rec_loss 0.0492, quant_error 0.4184,
Train Epoch: [1/5] Iters:[2790/20018] transplant_loss 6.0531, rec_loss 0.0488, quant_error 0.4176,
Train Epoch: [1/5] Iters:[2800/20018] transplant_loss 6.0723, rec_loss 0.0486, quant_error 0.4183,
Train Epoch: [1/5] Iters:[2810/20018] transplant_loss 6.0704, rec_loss 0.0489, quant_error 0.4187,
Train Epoch: [1/5] Iters:[2820/20018] transplant_loss 6.0797, rec_loss 0.0497, quant_error 0.4195,
Train Epoch: [1/5] Iters:[2830/20018] transplant_loss 6.0590, rec_loss 0.0498, quant_error 0.4182,
Train Epoch: [1/5] Iters:[2840/20018] transplant_loss 6.0648, rec_loss 0.0510, quant_error 0.4191,
Train Epoch: [1/5] Iters:[2850/20018] transplant_loss 6.0661, rec_loss 0.0506, quant_error 0.4193,
Train Epoch: [1/5] Iters:[2860/20018] transplant_loss 6.0681, rec_loss 0.0506, quant_error 0.4191,
Train Epoch: [1/5] Iters:[2870/20018] transplant_loss 6.0793, rec_loss 0.0504, quant_error 0.4195,
Train Epoch: [1/5] Iters:[2880/20018] transplant_loss 6.0776, rec_loss 0.0505, quant_error 0.4195,
Train Epoch: [1/5] Iters:[2890/20018] transplant_loss 6.0833, rec_loss 0.0499, quant_error 0.4192,
Train Epoch: [1/5] Iters:[2900/20018] transplant_loss 6.0696, rec_loss 0.0502, quant_error 0.4180,
Train Epoch: [1/5] Iters:[2910/20018] transplant_loss 6.0871, rec_loss 0.0499, quant_error 0.4186,
Train Epoch: [1/5] Iters:[2920/20018] transplant_loss 6.0691, rec_loss 0.0500, quant_error 0.4179,
Train Epoch: [1/5] Iters:[2930/20018] transplant_loss 6.0802, rec_loss 0.0504, quant_error 0.4184,
Train Epoch: [1/5] Iters:[2940/20018] transplant_loss 6.0445, rec_loss 0.0497, quant_error 0.4167,
Train Epoch: [1/5] Iters:[2950/20018] transplant_loss 6.0329, rec_loss 0.0500, quant_error 0.4167,
Train Epoch: [1/5] Iters:[2960/20018] transplant_loss 6.0243, rec_loss 0.0503, quant_error 0.4165,
Train Epoch: [1/5] Iters:[2970/20018] transplant_loss 6.0024, rec_loss 0.0497, quant_error 0.4150,
Train Epoch: [1/5] Iters:[2980/20018] transplant_loss 5.9976, rec_loss 0.0496, quant_error 0.4148,
Train Epoch: [1/5] Iters:[2990/20018] transplant_loss 6.0183, rec_loss 0.0503, quant_error 0.4160,
Train Epoch: [1/5] Iters:[3000/20018] transplant_loss 6.0426, rec_loss 0.0506, quant_error 0.4176,
Train Epoch: [1/5] Iters:[3010/20018] transplant_loss 6.0433, rec_loss 0.0507, quant_error 0.4174,
Train Epoch: [1/5] Iters:[3020/20018] transplant_loss 6.0735, rec_loss 0.0511, quant_error 0.4196,
Train Epoch: [1/5] Iters:[3030/20018] transplant_loss 6.0614, rec_loss 0.0509, quant_error 0.4190,
Train Epoch: [1/5] Iters:[3040/20018] transplant_loss 6.0448, rec_loss 0.0509, quant_error 0.4177,
Train Epoch: [1/5] Iters:[3050/20018] transplant_loss 6.0386, rec_loss 0.0510, quant_error 0.4174,
Train Epoch: [1/5] Iters:[3060/20018] transplant_loss 6.0162, rec_loss 0.0506, quant_error 0.4159,
Train Epoch: [1/5] Iters:[3070/20018] transplant_loss 6.0114, rec_loss 0.0505, quant_error 0.4151,
Train Epoch: [1/5] Iters:[3080/20018] transplant_loss 6.0103, rec_loss 0.0498, quant_error 0.4147,
Train Epoch: [1/5] Iters:[3090/20018] transplant_loss 6.0255, rec_loss 0.0499, quant_error 0.4158,
Train Epoch: [1/5] Iters:[3100/20018] transplant_loss 6.0031, rec_loss 0.0490, quant_error 0.4135,
Train Epoch: [1/5] Iters:[3110/20018] transplant_loss 6.0228, rec_loss 0.0494, quant_error 0.4148,
Train Epoch: [1/5] Iters:[3120/20018] transplant_loss 6.0284, rec_loss 0.0488, quant_error 0.4152,
Train Epoch: [1/5] Iters:[3130/20018] transplant_loss 6.0190, rec_loss 0.0489, quant_error 0.4146,
Train Epoch: [1/5] Iters:[3140/20018] transplant_loss 6.0185, rec_loss 0.0491, quant_error 0.4147,
Train Epoch: [1/5] Iters:[3150/20018] transplant_loss 6.0269, rec_loss 0.0495, quant_error 0.4160,
Train Epoch: [1/5] Iters:[3160/20018] transplant_loss 6.0028, rec_loss 0.0491, quant_error 0.4146,
Train Epoch: [1/5] Iters:[3170/20018] transplant_loss 5.9978, rec_loss 0.0500, quant_error 0.4145,
Train Epoch: [1/5] Iters:[3180/20018] transplant_loss 5.9951, rec_loss 0.0501, quant_error 0.4139,
Train Epoch: [1/5] Iters:[3190/20018] transplant_loss 5.9913, rec_loss 0.0503, quant_error 0.4135,
Train Epoch: [1/5] Iters:[3200/20018] transplant_loss 6.0104, rec_loss 0.0500, quant_error 0.4142,
Train Epoch: [1/5] Iters:[3210/20018] transplant_loss 6.0255, rec_loss 0.0502, quant_error 0.4155,
Train Epoch: [1/5] Iters:[3220/20018] transplant_loss 6.0138, rec_loss 0.0499, quant_error 0.4143,
Train Epoch: [1/5] Iters:[3230/20018] transplant_loss 6.0084, rec_loss 0.0499, quant_error 0.4142,
Train Epoch: [1/5] Iters:[3240/20018] transplant_loss 6.0028, rec_loss 0.0493, quant_error 0.4138,
Train Epoch: [1/5] Iters:[3250/20018] transplant_loss 5.9629, rec_loss 0.0492, quant_error 0.4109,
Train Epoch: [1/5] Iters:[3260/20018] transplant_loss 5.9634, rec_loss 0.0493, quant_error 0.4104,
Train Epoch: [1/5] Iters:[3270/20018] transplant_loss 5.9642, rec_loss 0.0490, quant_error 0.4108,
Train Epoch: [1/5] Iters:[3280/20018] transplant_loss 5.9798, rec_loss 0.0493, quant_error 0.4112,
Train Epoch: [1/5] Iters:[3290/20018] transplant_loss 5.9798, rec_loss 0.0487, quant_error 0.4113,
Train Epoch: [1/5] Iters:[3300/20018] transplant_loss 5.9876, rec_loss 0.0487, quant_error 0.4123,
Train Epoch: [1/5] Iters:[3310/20018] transplant_loss 5.9754, rec_loss 0.0483, quant_error 0.4116,
Train Epoch: [1/5] Iters:[3320/20018] transplant_loss 5.9474, rec_loss 0.0479, quant_error 0.4095,
Train Epoch: [1/5] Iters:[3330/20018] transplant_loss 5.9775, rec_loss 0.0479, quant_error 0.4117,
Train Epoch: [1/5] Iters:[3340/20018] transplant_loss 5.9988, rec_loss 0.0485, quant_error 0.4126,
Train Epoch: [1/5] Iters:[3350/20018] transplant_loss 6.0026, rec_loss 0.0490, quant_error 0.4129,
Train Epoch: [1/5] Iters:[3360/20018] transplant_loss 5.9889, rec_loss 0.0486, quant_error 0.4117,
Train Epoch: [1/5] Iters:[3370/20018] transplant_loss 6.0157, rec_loss 0.0496, quant_error 0.4137,
Train Epoch: [1/5] Iters:[3380/20018] transplant_loss 6.0011, rec_loss 0.0497, quant_error 0.4136,
Train Epoch: [1/5] Iters:[3390/20018] transplant_loss 5.9775, rec_loss 0.0497, quant_error 0.4124,
Train Epoch: [1/5] Iters:[3400/20018] transplant_loss 5.9725, rec_loss 0.0493, quant_error 0.4121,
Train Epoch: [1/5] Iters:[3410/20018] transplant_loss 5.9998, rec_loss 0.0501, quant_error 0.4146,
Train Epoch: [1/5] Iters:[3420/20018] transplant_loss 6.0004, rec_loss 0.0499, quant_error 0.4148,
Train Epoch: [1/5] Iters:[3430/20018] transplant_loss 5.9883, rec_loss 0.0503, quant_error 0.4137,
Train Epoch: [1/5] Iters:[3440/20018] transplant_loss 5.9954, rec_loss 0.0501, quant_error 0.4139,
Train Epoch: [1/5] Iters:[3450/20018] transplant_loss 5.9956, rec_loss 0.0502, quant_error 0.4137,
Train Epoch: [1/5] Iters:[3460/20018] transplant_loss 5.9953, rec_loss 0.0496, quant_error 0.4133,
Train Epoch: [1/5] Iters:[3470/20018] transplant_loss 5.9989, rec_loss 0.0500, quant_error 0.4136,
Train Epoch: [1/5] Iters:[3480/20018] transplant_loss 5.9915, rec_loss 0.0493, quant_error 0.4129,
Train Epoch: [1/5] Iters:[3490/20018] transplant_loss 5.9691, rec_loss 0.0494, quant_error 0.4119,
Train Epoch: [1/5] Iters:[3500/20018] transplant_loss 5.9772, rec_loss 0.0490, quant_error 0.4123,
Train Epoch: [1/5] Iters:[3510/20018] transplant_loss 5.9650, rec_loss 0.0494, quant_error 0.4114,
Train Epoch: [1/5] Iters:[3520/20018] transplant_loss 5.9503, rec_loss 0.0487, quant_error 0.4103,
Train Epoch: [1/5] Iters:[3530/20018] transplant_loss 5.9560, rec_loss 0.0489, quant_error 0.4109,
Train Epoch: [1/5] Iters:[3540/20018] transplant_loss 5.9662, rec_loss 0.0489, quant_error 0.4114,
Train Epoch: [1/5] Iters:[3550/20018] transplant_loss 5.9476, rec_loss 0.0494, quant_error 0.4104,
Train Epoch: [1/5] Iters:[3560/20018] transplant_loss 5.9433, rec_loss 0.0494, quant_error 0.4101,
Train Epoch: [1/5] Iters:[3570/20018] transplant_loss 5.9379, rec_loss 0.0497, quant_error 0.4095,
Train Epoch: [1/5] Iters:[3580/20018] transplant_loss 5.9221, rec_loss 0.0500, quant_error 0.4081,
Train Epoch: [1/5] Iters:[3590/20018] transplant_loss 5.9141, rec_loss 0.0504, quant_error 0.4076,
Train Epoch: [1/5] Iters:[3600/20018] transplant_loss 5.9319, rec_loss 0.0501, quant_error 0.4082,
Train Epoch: [1/5] Iters:[3610/20018] transplant_loss 5.9306, rec_loss 0.0503, quant_error 0.4083,
Train Epoch: [1/5] Iters:[3620/20018] transplant_loss 5.9305, rec_loss 0.0497, quant_error 0.4084,
Train Epoch: [1/5] Iters:[3630/20018] transplant_loss 5.9249, rec_loss 0.0493, quant_error 0.4083,
Train Epoch: [1/5] Iters:[3640/20018] transplant_loss 5.9402, rec_loss 0.0490, quant_error 0.4088,
Train Epoch: [1/5] Iters:[3650/20018] transplant_loss 5.9004, rec_loss 0.0491, quant_error 0.4066,
Train Epoch: [1/5] Iters:[3660/20018] transplant_loss 5.8873, rec_loss 0.0490, quant_error 0.4055,
Train Epoch: [1/5] Iters:[3670/20018] transplant_loss 5.8874, rec_loss 0.0495, quant_error 0.4053,
Train Epoch: [1/5] Iters:[3680/20018] transplant_loss 5.8949, rec_loss 0.0496, quant_error 0.4053,
Train Epoch: [1/5] Iters:[3690/20018] transplant_loss 5.9138, rec_loss 0.0497, quant_error 0.4065,
Train Epoch: [1/5] Iters:[3700/20018] transplant_loss 5.9443, rec_loss 0.0496, quant_error 0.4080,
Train Epoch: [1/5] Iters:[3710/20018] transplant_loss 5.9640, rec_loss 0.0491, quant_error 0.4088,
Train Epoch: [1/5] Iters:[3720/20018] transplant_loss 5.9746, rec_loss 0.0492, quant_error 0.4098,
Train Epoch: [1/5] Iters:[3730/20018] transplant_loss 5.9632, rec_loss 0.0486, quant_error 0.4092,
Train Epoch: [1/5] Iters:[3740/20018] transplant_loss 5.9441, rec_loss 0.0478, quant_error 0.4082,
Train Epoch: [1/5] Iters:[3750/20018] transplant_loss 5.9346, rec_loss 0.0478, quant_error 0.4082,
Train Epoch: [1/5] Iters:[3760/20018] transplant_loss 5.9166, rec_loss 0.0479, quant_error 0.4078,
Train Epoch: [1/5] Iters:[3770/20018] transplant_loss 5.9122, rec_loss 0.0474, quant_error 0.4076,
Train Epoch: [1/5] Iters:[3780/20018] transplant_loss 5.9281, rec_loss 0.0483, quant_error 0.4084,
Train Epoch: [1/5] Iters:[3790/20018] transplant_loss 5.9242, rec_loss 0.0489, quant_error 0.4085,
Train Epoch: [1/5] Iters:[3800/20018] transplant_loss 5.9386, rec_loss 0.0490, quant_error 0.4094,
Train Epoch: [1/5] Iters:[3810/20018] transplant_loss 5.9405, rec_loss 0.0497, quant_error 0.4088,
Train Epoch: [1/5] Iters:[3820/20018] transplant_loss 5.9518, rec_loss 0.0502, quant_error 0.4090,
Train Epoch: [1/5] Iters:[3830/20018] transplant_loss 5.9592, rec_loss 0.0495, quant_error 0.4098,
Train Epoch: [1/5] Iters:[3840/20018] transplant_loss 5.9510, rec_loss 0.0495, quant_error 0.4091,
Train Epoch: [1/5] Iters:[3850/20018] transplant_loss 5.9463, rec_loss 0.0492, quant_error 0.4089,
Train Epoch: [1/5] Iters:[3860/20018] transplant_loss 5.9246, rec_loss 0.0482, quant_error 0.4073,
Train Epoch: [1/5] Iters:[3870/20018] transplant_loss 5.9105, rec_loss 0.0482, quant_error 0.4065,
Train Epoch: [1/5] Iters:[3880/20018] transplant_loss 5.8985, rec_loss 0.0486, quant_error 0.4055,
Train Epoch: [1/5] Iters:[3890/20018] transplant_loss 5.8998, rec_loss 0.0486, quant_error 0.4055,
Train Epoch: [1/5] Iters:[3900/20018] transplant_loss 5.8852, rec_loss 0.0489, quant_error 0.4046,
Train Epoch: [1/5] Iters:[3910/20018] transplant_loss 5.9218, rec_loss 0.0496, quant_error 0.4073,
