dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 8
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8
max_patch_size: 8
codebook_size: 16384
codebook_dim: 8
project_dim: 16
pq: 1
L: 4
alpha: 1.0
beta: 1.0
gamma: 0.5
disc_weight: 0.2
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: False
transplant_epochs: 5
refinement_epochs: 5
eval_epochs: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 0.0001
stage: transplant
checkpoint_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/checkpoint/Transplant/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/results/Transplant/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/saver/Transplant/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/reconstruction/Transplant/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/yaml/Transplant/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/VQ-Transplant/pretrained_tokenizer/dc-ae-f32c32-sana-1.0.safetensors
checkpoint_name: 
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 1
batch_size: 64
ms_token_size: (1, 2, 3, 4, 5, 6, 8)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/checkpoint/
data_pre: ImageNet
model_pre: model_16384_8_1
loss_pre: loss_1.0_1.0_0.5_0.2
training_pre: wasserstein_vq_transplant_False
saver_name_pre: wasserstein_vq_transplant_False_ImageNet_model_16384_8_1_loss_1.0_1.0_0.5_0.2
| distributed init (rank 0): env://
VQ Model Parameters: 312250275
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000100
Train Epoch: [1/5] Iters:[3920/20018] transplant_loss 5.9315, rec_loss 0.0495, quant_error 0.4083,
Train Epoch: [1/5] Iters:[3930/20018] transplant_loss 5.9345, rec_loss 0.0495, quant_error 0.4084,
Train Epoch: [1/5] Iters:[3940/20018] transplant_loss 5.9279, rec_loss 0.0491, quant_error 0.4078,
Train Epoch: [1/5] Iters:[3950/20018] transplant_loss 5.9462, rec_loss 0.0494, quant_error 0.4089,
Train Epoch: [1/5] Iters:[3960/20018] transplant_loss 5.9308, rec_loss 0.0490, quant_error 0.4076,
Train Epoch: [1/5] Iters:[3970/20018] transplant_loss 5.9074, rec_loss 0.0487, quant_error 0.4059,
Train Epoch: [1/5] Iters:[3980/20018] transplant_loss 5.9089, rec_loss 0.0485, quant_error 0.4059,
Train Epoch: [1/5] Iters:[3990/20018] transplant_loss 5.9078, rec_loss 0.0489, quant_error 0.4055,
Train Epoch: [1/5] Iters:[4000/20018] transplant_loss 5.8940, rec_loss 0.0485, quant_error 0.4044,
Train Epoch: [1/5] Iters:[4010/20018] transplant_loss 5.8957, rec_loss 0.0483, quant_error 0.4046,
Train Epoch: [1/5] Iters:[4020/20018] transplant_loss 5.9026, rec_loss 0.0486, quant_error 0.4052,
Train Epoch: [1/5] Iters:[4030/20018] transplant_loss 5.9015, rec_loss 0.0491, quant_error 0.4055,
Train Epoch: [1/5] Iters:[4040/20018] transplant_loss 5.9176, rec_loss 0.0486, quant_error 0.4069,
Train Epoch: [1/5] Iters:[4050/20018] transplant_loss 5.9302, rec_loss 0.0489, quant_error 0.4081,
Train Epoch: [1/5] Iters:[4060/20018] transplant_loss 5.9292, rec_loss 0.0490, quant_error 0.4086,
Train Epoch: [1/5] Iters:[4070/20018] transplant_loss 5.9097, rec_loss 0.0486, quant_error 0.4070,
Train Epoch: [1/5] Iters:[4080/20018] transplant_loss 5.9115, rec_loss 0.0482, quant_error 0.4070,
Train Epoch: [1/5] Iters:[4090/20018] transplant_loss 5.9108, rec_loss 0.0482, quant_error 0.4067,
Train Epoch: [1/5] Iters:[4100/20018] transplant_loss 5.8906, rec_loss 0.0486, quant_error 0.4048,
Train Epoch: [1/5] Iters:[4110/20018] transplant_loss 5.8880, rec_loss 0.0488, quant_error 0.4043,
Train Epoch: [1/5] Iters:[4120/20018] transplant_loss 5.9129, rec_loss 0.0486, quant_error 0.4059,
Train Epoch: [1/5] Iters:[4130/20018] transplant_loss 5.9094, rec_loss 0.0482, quant_error 0.4056,
Train Epoch: [1/5] Iters:[4140/20018] transplant_loss 5.8964, rec_loss 0.0482, quant_error 0.4045,
Train Epoch: [1/5] Iters:[4150/20018] transplant_loss 5.9149, rec_loss 0.0474, quant_error 0.4062,
Train Epoch: [1/5] Iters:[4160/20018] transplant_loss 5.9272, rec_loss 0.0479, quant_error 0.4069,
Train Epoch: [1/5] Iters:[4170/20018] transplant_loss 5.9181, rec_loss 0.0480, quant_error 0.4064,
Train Epoch: [1/5] Iters:[4180/20018] transplant_loss 5.9237, rec_loss 0.0482, quant_error 0.4068,
Train Epoch: [1/5] Iters:[4190/20018] transplant_loss 5.9281, rec_loss 0.0486, quant_error 0.4072,
Train Epoch: [1/5] Iters:[4200/20018] transplant_loss 5.9430, rec_loss 0.0490, quant_error 0.4077,
Train Epoch: [1/5] Iters:[4210/20018] transplant_loss 5.9520, rec_loss 0.0483, quant_error 0.4082,
Train Epoch: [1/5] Iters:[4220/20018] transplant_loss 5.9570, rec_loss 0.0481, quant_error 0.4085,
Train Epoch: [1/5] Iters:[4230/20018] transplant_loss 5.9583, rec_loss 0.0484, quant_error 0.4082,
Train Epoch: [1/5] Iters:[4240/20018] transplant_loss 5.9592, rec_loss 0.0485, quant_error 0.4089,
Train Epoch: [1/5] Iters:[4250/20018] transplant_loss 5.9361, rec_loss 0.0487, quant_error 0.4076,
Train Epoch: [1/5] Iters:[4260/20018] transplant_loss 5.9034, rec_loss 0.0489, quant_error 0.4054,
Train Epoch: [1/5] Iters:[4270/20018] transplant_loss 5.9000, rec_loss 0.0497, quant_error 0.4050,
Train Epoch: [1/5] Iters:[4280/20018] transplant_loss 5.8808, rec_loss 0.0496, quant_error 0.4038,
Train Epoch: [1/5] Iters:[4290/20018] transplant_loss 5.8666, rec_loss 0.0493, quant_error 0.4026,
Train Epoch: [1/5] Iters:[4300/20018] transplant_loss 5.8621, rec_loss 0.0485, quant_error 0.4020,
Train Epoch: [1/5] Iters:[4310/20018] transplant_loss 5.8767, rec_loss 0.0488, quant_error 0.4032,
Train Epoch: [1/5] Iters:[4320/20018] transplant_loss 5.8831, rec_loss 0.0488, quant_error 0.4039,
Train Epoch: [1/5] Iters:[4330/20018] transplant_loss 5.8791, rec_loss 0.0484, quant_error 0.4034,
Train Epoch: [1/5] Iters:[4340/20018] transplant_loss 5.9011, rec_loss 0.0483, quant_error 0.4046,
Train Epoch: [1/5] Iters:[4350/20018] transplant_loss 5.9161, rec_loss 0.0486, quant_error 0.4057,
Train Epoch: [1/5] Iters:[4360/20018] transplant_loss 5.9282, rec_loss 0.0486, quant_error 0.4060,
Train Epoch: [1/5] Iters:[4370/20018] transplant_loss 5.9076, rec_loss 0.0483, quant_error 0.4045,
Train Epoch: [1/5] Iters:[4380/20018] transplant_loss 5.9240, rec_loss 0.0482, quant_error 0.4052,
Train Epoch: [1/5] Iters:[4390/20018] transplant_loss 5.9065, rec_loss 0.0486, quant_error 0.4046,
Train Epoch: [1/5] Iters:[4400/20018] transplant_loss 5.8791, rec_loss 0.0484, quant_error 0.4031,
Train Epoch: [1/5] Iters:[4410/20018] transplant_loss 5.8565, rec_loss 0.0479, quant_error 0.4022,
Train Epoch: [1/5] Iters:[4420/20018] transplant_loss 5.8630, rec_loss 0.0475, quant_error 0.4028,
Train Epoch: [1/5] Iters:[4430/20018] transplant_loss 5.8627, rec_loss 0.0479, quant_error 0.4034,
Train Epoch: [1/5] Iters:[4440/20018] transplant_loss 5.8650, rec_loss 0.0474, quant_error 0.4029,
Train Epoch: [1/5] Iters:[4450/20018] transplant_loss 5.8625, rec_loss 0.0476, quant_error 0.4024,
Train Epoch: [1/5] Iters:[4460/20018] transplant_loss 5.8715, rec_loss 0.0477, quant_error 0.4030,
Train Epoch: [1/5] Iters:[4470/20018] transplant_loss 5.8662, rec_loss 0.0475, quant_error 0.4025,
Train Epoch: [1/5] Iters:[4480/20018] transplant_loss 5.8453, rec_loss 0.0474, quant_error 0.4013,
Train Epoch: [1/5] Iters:[4490/20018] transplant_loss 5.8219, rec_loss 0.0474, quant_error 0.4001,
Train Epoch: [1/5] Iters:[4500/20018] transplant_loss 5.8406, rec_loss 0.0474, quant_error 0.4014,
Train Epoch: [1/5] Iters:[4510/20018] transplant_loss 5.8260, rec_loss 0.0474, quant_error 0.3999,
Train Epoch: [1/5] Iters:[4520/20018] transplant_loss 5.8524, rec_loss 0.0474, quant_error 0.4017,
Train Epoch: [1/5] Iters:[4530/20018] transplant_loss 5.8618, rec_loss 0.0472, quant_error 0.4024,
Train Epoch: [1/5] Iters:[4540/20018] transplant_loss 5.8908, rec_loss 0.0473, quant_error 0.4041,
Train Epoch: [1/5] Iters:[4550/20018] transplant_loss 5.8801, rec_loss 0.0474, quant_error 0.4035,
Train Epoch: [1/5] Iters:[4560/20018] transplant_loss 5.8936, rec_loss 0.0479, quant_error 0.4048,
Train Epoch: [1/5] Iters:[4570/20018] transplant_loss 5.8935, rec_loss 0.0483, quant_error 0.4048,
Train Epoch: [1/5] Iters:[4580/20018] transplant_loss 5.8946, rec_loss 0.0484, quant_error 0.4043,
Train Epoch: [1/5] Iters:[4590/20018] transplant_loss 5.8905, rec_loss 0.0487, quant_error 0.4040,
Train Epoch: [1/5] Iters:[4600/20018] transplant_loss 5.8887, rec_loss 0.0482, quant_error 0.4037,
Train Epoch: [1/5] Iters:[4610/20018] transplant_loss 5.8727, rec_loss 0.0481, quant_error 0.4026,
Train Epoch: [1/5] Iters:[4620/20018] transplant_loss 5.8511, rec_loss 0.0480, quant_error 0.4013,
Train Epoch: [1/5] Iters:[4630/20018] transplant_loss 5.8629, rec_loss 0.0482, quant_error 0.4025,
Train Epoch: [1/5] Iters:[4640/20018] transplant_loss 5.8568, rec_loss 0.0476, quant_error 0.4022,
Train Epoch: [1/5] Iters:[4650/20018] transplant_loss 5.8523, rec_loss 0.0474, quant_error 0.4018,
Train Epoch: [1/5] Iters:[4660/20018] transplant_loss 5.8704, rec_loss 0.0472, quant_error 0.4027,
Train Epoch: [1/5] Iters:[4670/20018] transplant_loss 5.8728, rec_loss 0.0472, quant_error 0.4031,
Train Epoch: [1/5] Iters:[4680/20018] transplant_loss 5.8391, rec_loss 0.0469, quant_error 0.4011,
Train Epoch: [1/5] Iters:[4690/20018] transplant_loss 5.8320, rec_loss 0.0471, quant_error 0.4010,
Train Epoch: [1/5] Iters:[4700/20018] transplant_loss 5.8303, rec_loss 0.0469, quant_error 0.4010,
Train Epoch: [1/5] Iters:[4710/20018] transplant_loss 5.8217, rec_loss 0.0469, quant_error 0.4003,
Train Epoch: [1/5] Iters:[4720/20018] transplant_loss 5.8359, rec_loss 0.0470, quant_error 0.4008,
Train Epoch: [1/5] Iters:[4730/20018] transplant_loss 5.8543, rec_loss 0.0474, quant_error 0.4013,
Train Epoch: [1/5] Iters:[4740/20018] transplant_loss 5.8776, rec_loss 0.0476, quant_error 0.4022,
Train Epoch: [1/5] Iters:[4750/20018] transplant_loss 5.8854, rec_loss 0.0486, quant_error 0.4028,
Train Epoch: [1/5] Iters:[4760/20018] transplant_loss 5.8855, rec_loss 0.0483, quant_error 0.4033,
Train Epoch: [1/5] Iters:[4770/20018] transplant_loss 5.8637, rec_loss 0.0477, quant_error 0.4019,
Train Epoch: [1/5] Iters:[4780/20018] transplant_loss 5.8531, rec_loss 0.0476, quant_error 0.4017,
Train Epoch: [1/5] Iters:[4790/20018] transplant_loss 5.8415, rec_loss 0.0475, quant_error 0.4013,
Train Epoch: [1/5] Iters:[4800/20018] transplant_loss 5.8384, rec_loss 0.0468, quant_error 0.4009,
Train Epoch: [1/5] Iters:[4810/20018] transplant_loss 5.8395, rec_loss 0.0471, quant_error 0.4006,
Train Epoch: [1/5] Iters:[4820/20018] transplant_loss 5.8516, rec_loss 0.0477, quant_error 0.4016,
Train Epoch: [1/5] Iters:[4830/20018] transplant_loss 5.8533, rec_loss 0.0475, quant_error 0.4019,
Train Epoch: [1/5] Iters:[4840/20018] transplant_loss 5.8498, rec_loss 0.0478, quant_error 0.4018,
Train Epoch: [1/5] Iters:[4850/20018] transplant_loss 5.8538, rec_loss 0.0488, quant_error 0.4024,
Train Epoch: [1/5] Iters:[4860/20018] transplant_loss 5.8587, rec_loss 0.0487, quant_error 0.4027,
Train Epoch: [1/5] Iters:[4870/20018] transplant_loss 5.8460, rec_loss 0.0485, quant_error 0.4013,
Train Epoch: [1/5] Iters:[4880/20018] transplant_loss 5.8619, rec_loss 0.0488, quant_error 0.4020,
Train Epoch: [1/5] Iters:[4890/20018] transplant_loss 5.8679, rec_loss 0.0488, quant_error 0.4017,
Train Epoch: [1/5] Iters:[4900/20018] transplant_loss 5.8831, rec_loss 0.0479, quant_error 0.4026,
Train Epoch: [1/5] Iters:[4910/20018] transplant_loss 5.8741, rec_loss 0.0479, quant_error 0.4019,
Train Epoch: [1/5] Iters:[4920/20018] transplant_loss 5.8751, rec_loss 0.0478, quant_error 0.4024,
Train Epoch: [1/5] Iters:[4930/20018] transplant_loss 5.8611, rec_loss 0.0479, quant_error 0.4018,
Train Epoch: [1/5] Iters:[4940/20018] transplant_loss 5.8517, rec_loss 0.0479, quant_error 0.4019,
Train Epoch: [1/5] Iters:[4950/20018] transplant_loss 5.8292, rec_loss 0.0481, quant_error 0.4006,
Train Epoch: [1/5] Iters:[4960/20018] transplant_loss 5.8473, rec_loss 0.0483, quant_error 0.4019,
Train Epoch: [1/5] Iters:[4970/20018] transplant_loss 5.8544, rec_loss 0.0479, quant_error 0.4024,
Train Epoch: [1/5] Iters:[4980/20018] transplant_loss 5.8703, rec_loss 0.0478, quant_error 0.4029,
Train Epoch: [1/5] Iters:[4990/20018] transplant_loss 5.8693, rec_loss 0.0477, quant_error 0.4025,
Train Epoch: [1/5] Iters:[5000/20018] transplant_loss 5.8835, rec_loss 0.0478, quant_error 0.4032,
Train Epoch: [1/5] Iters:[5010/20018] transplant_loss 5.8660, rec_loss 0.0479, quant_error 0.4022,
Train Epoch: [1/5] Iters:[5020/20018] transplant_loss 5.8548, rec_loss 0.0480, quant_error 0.4013,
Train Epoch: [1/5] Iters:[5030/20018] transplant_loss 5.8351, rec_loss 0.0475, quant_error 0.4005,
Train Epoch: [1/5] Iters:[5040/20018] transplant_loss 5.8331, rec_loss 0.0477, quant_error 0.4001,
Train Epoch: [1/5] Iters:[5050/20018] transplant_loss 5.8297, rec_loss 0.0472, quant_error 0.3997,
Train Epoch: [1/5] Iters:[5060/20018] transplant_loss 5.8419, rec_loss 0.0473, quant_error 0.4001,
Train Epoch: [1/5] Iters:[5070/20018] transplant_loss 5.8549, rec_loss 0.0479, quant_error 0.4012,
Train Epoch: [1/5] Iters:[5080/20018] transplant_loss 5.8628, rec_loss 0.0481, quant_error 0.4018,
Train Epoch: [1/5] Iters:[5090/20018] transplant_loss 5.8727, rec_loss 0.0480, quant_error 0.4030,
Train Epoch: [1/5] Iters:[5100/20018] transplant_loss 5.8573, rec_loss 0.0485, quant_error 0.4024,
Train Epoch: [1/5] Iters:[5110/20018] transplant_loss 5.8319, rec_loss 0.0482, quant_error 0.4010,
Train Epoch: [1/5] Iters:[5120/20018] transplant_loss 5.8176, rec_loss 0.0484, quant_error 0.3999,
Train Epoch: [1/5] Iters:[5130/20018] transplant_loss 5.8217, rec_loss 0.0483, quant_error 0.3997,
Train Epoch: [1/5] Iters:[5140/20018] transplant_loss 5.8135, rec_loss 0.0482, quant_error 0.3987,
Train Epoch: [1/5] Iters:[5150/20018] transplant_loss 5.8228, rec_loss 0.0479, quant_error 0.3992,
Train Epoch: [1/5] Iters:[5160/20018] transplant_loss 5.8393, rec_loss 0.0480, quant_error 0.4003,
Train Epoch: [1/5] Iters:[5170/20018] transplant_loss 5.8458, rec_loss 0.0475, quant_error 0.4009,
Train Epoch: [1/5] Iters:[5180/20018] transplant_loss 5.8590, rec_loss 0.0479, quant_error 0.4016,
Train Epoch: [1/5] Iters:[5190/20018] transplant_loss 5.8516, rec_loss 0.0476, quant_error 0.4014,
Train Epoch: [1/5] Iters:[5200/20018] transplant_loss 5.8382, rec_loss 0.0476, quant_error 0.4007,
Train Epoch: [1/5] Iters:[5210/20018] transplant_loss 5.8360, rec_loss 0.0472, quant_error 0.4003,
Train Epoch: [1/5] Iters:[5220/20018] transplant_loss 5.8290, rec_loss 0.0472, quant_error 0.3998,
Train Epoch: [1/5] Iters:[5230/20018] transplant_loss 5.8102, rec_loss 0.0469, quant_error 0.3987,
Train Epoch: [1/5] Iters:[5240/20018] transplant_loss 5.8092, rec_loss 0.0465, quant_error 0.3982,
Train Epoch: [1/5] Iters:[5250/20018] transplant_loss 5.8182, rec_loss 0.0469, quant_error 0.3987,
Train Epoch: [1/5] Iters:[5260/20018] transplant_loss 5.8256, rec_loss 0.0474, quant_error 0.3994,
Train Epoch: [1/5] Iters:[5270/20018] transplant_loss 5.8308, rec_loss 0.0476, quant_error 0.3995,
Train Epoch: [1/5] Iters:[5280/20018] transplant_loss 5.8276, rec_loss 0.0473, quant_error 0.3992,
Train Epoch: [1/5] Iters:[5290/20018] transplant_loss 5.8428, rec_loss 0.0478, quant_error 0.4005,
Train Epoch: [1/5] Iters:[5300/20018] transplant_loss 5.8378, rec_loss 0.0477, quant_error 0.3998,
Train Epoch: [1/5] Iters:[5310/20018] transplant_loss 5.8326, rec_loss 0.0472, quant_error 0.3995,
Train Epoch: [1/5] Iters:[5320/20018] transplant_loss 5.8484, rec_loss 0.0470, quant_error 0.4005,
Train Epoch: [1/5] Iters:[5330/20018] transplant_loss 5.8478, rec_loss 0.0473, quant_error 0.4008,
Train Epoch: [1/5] Iters:[5340/20018] transplant_loss 5.8362, rec_loss 0.0476, quant_error 0.3995,
Train Epoch: [1/5] Iters:[5350/20018] transplant_loss 5.8525, rec_loss 0.0480, quant_error 0.4010,
Train Epoch: [1/5] Iters:[5360/20018] transplant_loss 5.8599, rec_loss 0.0482, quant_error 0.4011,
Train Epoch: [1/5] Iters:[5370/20018] transplant_loss 5.8545, rec_loss 0.0478, quant_error 0.4008,
Train Epoch: [1/5] Iters:[5380/20018] transplant_loss 5.8536, rec_loss 0.0481, quant_error 0.4005,
Train Epoch: [1/5] Iters:[5390/20018] transplant_loss 5.8571, rec_loss 0.0481, quant_error 0.4014,
Train Epoch: [1/5] Iters:[5400/20018] transplant_loss 5.8501, rec_loss 0.0476, quant_error 0.4008,
Train Epoch: [1/5] Iters:[5410/20018] transplant_loss 5.8471, rec_loss 0.0476, quant_error 0.4004,
Train Epoch: [1/5] Iters:[5420/20018] transplant_loss 5.8331, rec_loss 0.0479, quant_error 0.3995,
Train Epoch: [1/5] Iters:[5430/20018] transplant_loss 5.8390, rec_loss 0.0479, quant_error 0.4002,
Train Epoch: [1/5] Iters:[5440/20018] transplant_loss 5.8227, rec_loss 0.0476, quant_error 0.3987,
Train Epoch: [1/5] Iters:[5450/20018] transplant_loss 5.8515, rec_loss 0.0478, quant_error 0.4002,
Train Epoch: [1/5] Iters:[5460/20018] transplant_loss 5.8392, rec_loss 0.0478, quant_error 0.3992,
Train Epoch: [1/5] Iters:[5470/20018] transplant_loss 5.8608, rec_loss 0.0476, quant_error 0.4003,
Train Epoch: [1/5] Iters:[5480/20018] transplant_loss 5.8658, rec_loss 0.0473, quant_error 0.4004,
Train Epoch: [1/5] Iters:[5490/20018] transplant_loss 5.8818, rec_loss 0.0475, quant_error 0.4015,
Train Epoch: [1/5] Iters:[5500/20018] transplant_loss 5.8485, rec_loss 0.0479, quant_error 0.3998,
Train Epoch: [1/5] Iters:[5510/20018] transplant_loss 5.8595, rec_loss 0.0481, quant_error 0.4009,
Train Epoch: [1/5] Iters:[5520/20018] transplant_loss 5.8419, rec_loss 0.0487, quant_error 0.4003,
Train Epoch: [1/5] Iters:[5530/20018] transplant_loss 5.8167, rec_loss 0.0484, quant_error 0.3986,
Train Epoch: [1/5] Iters:[5540/20018] transplant_loss 5.8018, rec_loss 0.0483, quant_error 0.3979,
Train Epoch: [1/5] Iters:[5550/20018] transplant_loss 5.8152, rec_loss 0.0474, quant_error 0.3987,
Train Epoch: [1/5] Iters:[5560/20018] transplant_loss 5.8038, rec_loss 0.0469, quant_error 0.3978,
Train Epoch: [1/5] Iters:[5570/20018] transplant_loss 5.8234, rec_loss 0.0471, quant_error 0.3992,
Train Epoch: [1/5] Iters:[5580/20018] transplant_loss 5.8568, rec_loss 0.0477, quant_error 0.4014,
Train Epoch: [1/5] Iters:[5590/20018] transplant_loss 5.8520, rec_loss 0.0477, quant_error 0.4010,
Train Epoch: [1/5] Iters:[5600/20018] transplant_loss 5.8322, rec_loss 0.0483, quant_error 0.3997,
Train Epoch: [1/5] Iters:[5610/20018] transplant_loss 5.8331, rec_loss 0.0486, quant_error 0.4001,
Train Epoch: [1/5] Iters:[5620/20018] transplant_loss 5.8092, rec_loss 0.0482, quant_error 0.3984,
Train Epoch: [1/5] Iters:[5630/20018] transplant_loss 5.7927, rec_loss 0.0482, quant_error 0.3978,
Train Epoch: [1/5] Iters:[5640/20018] transplant_loss 5.8095, rec_loss 0.0486, quant_error 0.3989,
Train Epoch: [1/5] Iters:[5650/20018] transplant_loss 5.8012, rec_loss 0.0484, quant_error 0.3982,
Train Epoch: [1/5] Iters:[5660/20018] transplant_loss 5.7939, rec_loss 0.0484, quant_error 0.3974,
Train Epoch: [1/5] Iters:[5670/20018] transplant_loss 5.8006, rec_loss 0.0488, quant_error 0.3979,
Train Epoch: [1/5] Iters:[5680/20018] transplant_loss 5.8007, rec_loss 0.0483, quant_error 0.3976,
Train Epoch: [1/5] Iters:[5690/20018] transplant_loss 5.7993, rec_loss 0.0479, quant_error 0.3972,
Train Epoch: [1/5] Iters:[5700/20018] transplant_loss 5.8103, rec_loss 0.0479, quant_error 0.3979,
Train Epoch: [1/5] Iters:[5710/20018] transplant_loss 5.8062, rec_loss 0.0477, quant_error 0.3979,
Train Epoch: [1/5] Iters:[5720/20018] transplant_loss 5.8058, rec_loss 0.0480, quant_error 0.3977,
Train Epoch: [1/5] Iters:[5730/20018] transplant_loss 5.7939, rec_loss 0.0482, quant_error 0.3970,
Train Epoch: [1/5] Iters:[5740/20018] transplant_loss 5.7798, rec_loss 0.0478, quant_error 0.3961,
Train Epoch: [1/5] Iters:[5750/20018] transplant_loss 5.7786, rec_loss 0.0477, quant_error 0.3959,
Train Epoch: [1/5] Iters:[5760/20018] transplant_loss 5.7941, rec_loss 0.0479, quant_error 0.3969,
Train Epoch: [1/5] Iters:[5770/20018] transplant_loss 5.7942, rec_loss 0.0470, quant_error 0.3967,
Train Epoch: [1/5] Iters:[5780/20018] transplant_loss 5.7980, rec_loss 0.0469, quant_error 0.3968,
Train Epoch: [1/5] Iters:[5790/20018] transplant_loss 5.8000, rec_loss 0.0474, quant_error 0.3974,
Train Epoch: [1/5] Iters:[5800/20018] transplant_loss 5.8000, rec_loss 0.0475, quant_error 0.3978,
Train Epoch: [1/5] Iters:[5810/20018] transplant_loss 5.7896, rec_loss 0.0474, quant_error 0.3970,
Train Epoch: [1/5] Iters:[5820/20018] transplant_loss 5.7950, rec_loss 0.0477, quant_error 0.3975,
Train Epoch: [1/5] Iters:[5830/20018] transplant_loss 5.8115, rec_loss 0.0484, quant_error 0.3984,
Train Epoch: [1/5] Iters:[5840/20018] transplant_loss 5.8117, rec_loss 0.0477, quant_error 0.3983,
Train Epoch: [1/5] Iters:[5850/20018] transplant_loss 5.8004, rec_loss 0.0474, quant_error 0.3971,
Train Epoch: [1/5] Iters:[5860/20018] transplant_loss 5.8317, rec_loss 0.0476, quant_error 0.3989,
Train Epoch: [1/5] Iters:[5870/20018] transplant_loss 5.8294, rec_loss 0.0480, quant_error 0.3984,
Train Epoch: [1/5] Iters:[5880/20018] transplant_loss 5.8379, rec_loss 0.0478, quant_error 0.3993,
Train Epoch: [1/5] Iters:[5890/20018] transplant_loss 5.8577, rec_loss 0.0484, quant_error 0.4008,
Train Epoch: [1/5] Iters:[5900/20018] transplant_loss 5.8531, rec_loss 0.0484, quant_error 0.4008,
Train Epoch: [1/5] Iters:[5910/20018] transplant_loss 5.8208, rec_loss 0.0484, quant_error 0.3992,
Train Epoch: [1/5] Iters:[5920/20018] transplant_loss 5.8016, rec_loss 0.0481, quant_error 0.3982,
Train Epoch: [1/5] Iters:[5930/20018] transplant_loss 5.7817, rec_loss 0.0474, quant_error 0.3967,
Train Epoch: [1/5] Iters:[5940/20018] transplant_loss 5.7849, rec_loss 0.0482, quant_error 0.3967,
Train Epoch: [1/5] Iters:[5950/20018] transplant_loss 5.7905, rec_loss 0.0485, quant_error 0.3969,
Train Epoch: [1/5] Iters:[5960/20018] transplant_loss 5.8055, rec_loss 0.0482, quant_error 0.3972,
Train Epoch: [1/5] Iters:[5970/20018] transplant_loss 5.8034, rec_loss 0.0476, quant_error 0.3969,
Train Epoch: [1/5] Iters:[5980/20018] transplant_loss 5.8062, rec_loss 0.0481, quant_error 0.3969,
Train Epoch: [1/5] Iters:[5990/20018] transplant_loss 5.8013, rec_loss 0.0475, quant_error 0.3966,
Train Epoch: [1/5] Iters:[6000/20018] transplant_loss 5.8047, rec_loss 0.0474, quant_error 0.3968,
Train Epoch: [1/5] Iters:[6010/20018] transplant_loss 5.7972, rec_loss 0.0473, quant_error 0.3969,
Train Epoch: [1/5] Iters:[6020/20018] transplant_loss 5.7996, rec_loss 0.0477, quant_error 0.3974,
Train Epoch: [1/5] Iters:[6030/20018] transplant_loss 5.7887, rec_loss 0.0477, quant_error 0.3967,
Train Epoch: [1/5] Iters:[6040/20018] transplant_loss 5.7653, rec_loss 0.0475, quant_error 0.3954,
Train Epoch: [1/5] Iters:[6050/20018] transplant_loss 5.7720, rec_loss 0.0477, quant_error 0.3961,
Train Epoch: [1/5] Iters:[6060/20018] transplant_loss 5.7759, rec_loss 0.0480, quant_error 0.3961,
Train Epoch: [1/5] Iters:[6070/20018] transplant_loss 5.7824, rec_loss 0.0480, quant_error 0.3960,
Train Epoch: [1/5] Iters:[6080/20018] transplant_loss 5.7722, rec_loss 0.0480, quant_error 0.3955,
Train Epoch: [1/5] Iters:[6090/20018] transplant_loss 5.8154, rec_loss 0.0478, quant_error 0.3974,
Train Epoch: [1/5] Iters:[6100/20018] transplant_loss 5.8033, rec_loss 0.0473, quant_error 0.3964,
Train Epoch: [1/5] Iters:[6110/20018] transplant_loss 5.7914, rec_loss 0.0468, quant_error 0.3956,
Train Epoch: [1/5] Iters:[6120/20018] transplant_loss 5.7891, rec_loss 0.0466, quant_error 0.3959,
Train Epoch: [1/5] Iters:[6130/20018] transplant_loss 5.8080, rec_loss 0.0464, quant_error 0.3971,
Train Epoch: [1/5] Iters:[6140/20018] transplant_loss 5.7754, rec_loss 0.0464, quant_error 0.3954,
Train Epoch: [1/5] Iters:[6150/20018] transplant_loss 5.7771, rec_loss 0.0468, quant_error 0.3952,
Train Epoch: [1/5] Iters:[6160/20018] transplant_loss 5.7814, rec_loss 0.0471, quant_error 0.3957,
Train Epoch: [1/5] Iters:[6170/20018] transplant_loss 5.7840, rec_loss 0.0467, quant_error 0.3955,
Train Epoch: [1/5] Iters:[6180/20018] transplant_loss 5.7889, rec_loss 0.0469, quant_error 0.3958,
Train Epoch: [1/5] Iters:[6190/20018] transplant_loss 5.7910, rec_loss 0.0470, quant_error 0.3961,
